TripCode,SampleDepth_m,Station,Longitude,Latitude,SampleDateLocal,Year,Month,Day,Time_24hr,SampleDateUTC,Biomass_mgm3,Secchi_m,IMOSsampleCode,Silicate_umolL,Phosphate_umolL,Ammonium_umolL,Nitrate_umolL,Nitrite_umolL,Oxygen_umolL,DIC_umolkg,TAlkalinity_umolkg,Salinity_PSU,Prochlorococcus_cellsml,Synecochoccus_cellsml,Picoeukaryotes_cellsml,CPHL_C3,MG_DVP,CPHL_C2,CPHL_C1,CPHL_C1C2,CPHLIDE_A,PHIDE_A,PERID,PYROPHIDE_A,BUT_FUCO,FUCO,NEO,KETO_HEX_FUCO,PRAS,VIOLA,HEX_FUCO,ASTA,DIADCHR,DIADINO,DINO,ANTH,ALLO,MYXO,DIATO,ZEA,LUT,CANTHA,GYRO,DV_CPHL_B,CPHL_B,DV_CPHL_B_AND_CPHL_B,DV_CPHL_A,CPHL_A,DV_CPHL_A_AND_CPHL_A,ECHIN,PHYTIN_B,PHYTIN_A,LYCO,BETA_EPI_CAR,BETA_BETA_CAR,ALPHA_BETA_CAR,PYROPHYTIN_A,TSS_mgL,InorganicFraction_mgL,OrganicFraction_mgL,CTDDensity_kgm3,CTDTemperature,CTDConductivity_sm,CTDSalinity,CTDChlF_mgm3,CTDTurbidity_ntu
MAI20120724,0,Maria Island,148.23333,-42.59667,2012-07-24T10:50:00Z,2012,7,24,10:50:00,2012-07-24T00:50:00Z,1.76815,19,NRSMAI20120724_000,1.8,0.17,0,2.9,,262.4,2096.25,2329.43,35.352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAI20120724,10,Maria Island,148.23333,-42.59667,2012-07-24T10:50:00Z,2012,7,24,10:50:00,2012-07-24T00:50:00Z,1.76815,19,NRSMAI20120724_010,1.7,0.16,0.07,2.9,,262.2,2096.18,2328,35.354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAI20120724,20,Maria Island,148.23333,-42.59667,2012-07-24T10:50:00Z,2012,7,24,10:50:00,2012-07-24T00:50:00Z,1.76815,19,NRSMAI20120724_020,1.8,0.15,0.09,2.9,,262,2097.08,2328.09,35.348,,,,0.024,0,0.051,0,,0,0,0,0,0.035,0.033,0.009,0,0.023,0.007,0.066,0,0,0.013,0,0,0.008,0,0,0.007,0,0,0,0,0.082,0.082,0,0.363,0.363,0,0,0,0,,,0.008,0,,,,,,,,,
MAI20120724,30,Maria Island,148.23333,-42.59667,2012-07-24T10:50:00Z,2012,7,24,10:50:00,2012-07-24T00:50:00Z,1.76815,19,NRSMAI20120724_030,1.8,0.16,0,2.9,,262,2092.18,2325.71,35.347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAI20120724,40,Maria Island,148.23333,-42.59667,2012-07-24T10:50:00Z,2012,7,24,10:50:00,2012-07-24T00:50:00Z,1.76815,19,NRSMAI20120724_040,1.8,0.16,0.12,2.9,,262.1,0,,35.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAI20120724,50,Maria Island,148.23333,-42.59667,2012-07-24T10:50:00Z,2012,7,24,10:50:00,2012-07-24T00:50:00Z,1.76815,19,NRSMAI20120724_050,1.8,0.16,0.12,2.9,,261.8,2096.74,2330.27,35.345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAI20120724,60,Maria Island,148.23333,-42.59667,2012-07-24T10:50:00Z,2012,7,24,10:50:00,2012-07-24T00:50:00Z,1.76815,19,NRSMAI20120724_060,1.8,0.16,0.06,2.9,,262,0,,35.346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAI20120724,75,Maria Island,148.23333,-42.59667,2012-07-24T10:50:00Z,2012,7,24,10:50:00,2012-07-24T00:50:00Z,1.76815,19,NRSMAI20120724_075,1.8,0.16,0.07,2.9,,261.5,2096.4,2328.8,35.344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAI20120724,82,Maria Island,148.23333,-42.59667,2012-07-24T10:50:00Z,2012,7,24,10:50:00,2012-07-24T00:50:00Z,1.76815,19,NRSMAI20120724_082,1.8,0.17,0.1,3,,261.4,2097.5,2328.28,35.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAI20120820,0,Maria Island,148.23333,-42.59667,2012-08-20T11:15:00Z,2012,8,20,11:15:00,2012-08-20T01:15:00Z,1.94939,15,NRSMAI20120820_000,0.8,0.33,0.15,3.1,,268.7,2097.75,2323.17,35.283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAI20120820,10,Maria Island,148.23333,-42.59667,2012-08-20T11:15:00Z,2012,8,20,11:15:00,2012-08-20T01:15:00Z,1.94939,15,NRSMAI20120820_010,0.8,0.28,0.12,3.1,,268.6,2096.83,2322.29,35.285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.8149,12.1811,4.0465,35.2795,0.1561,0.2317
MAI20120820,20,Maria Island,148.23333,-42.59667,2012-08-20T11:15:00Z,2012,8,20,11:15:00,2012-08-20T01:15:00Z,1.94939,15,NRSMAI20120820_020,0.8,0.28,0.13,3.1,,268.4,2097.64,2321.6,35.286,,,,0.028,0,0.058,0,,0,0,0.009,0,0.028,0.041,0.011,0,0.022,0.008,0.058,0,0,0.015,0,0,0.013,0,0,0.008,0,0,0,0,0.08,0.08,0,0.408,0.408,0,0,0,0,,,0.012,0,,,,1026.8654,12.1554,4.0444,35.2788,0.2868,0.2294
MAI20120820,30,Maria Island,148.23333,-42.59667,2012-08-20T11:15:00Z,2012,8,20,11:15:00,2012-08-20T01:15:00Z,1.94939,15,NRSMAI20120820_030,0.8,0.3,0.13,3.1,,269.2,2098.68,2322.31,35.283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.9114,12.1548,4.0448,35.2789,0.3056,0.2191
MAI20120820,40,Maria Island,148.23333,-42.59667,2012-08-20T11:15:00Z,2012,8,20,11:15:00,2012-08-20T01:15:00Z,1.94939,15,NRSMAI20120820_040,0.7,0.34,0.1,3.1,,267.8,0,,35.283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.957,12.1526,4.045,35.279,0.2974,0.2288
MAI20120820,50,Maria Island,148.23333,-42.59667,2012-08-20T11:15:00Z,2012,8,20,11:15:00,2012-08-20T01:15:00Z,1.94939,15,NRSMAI20120820_050,0.8,0.32,0.12,3.2,,268.5,2098.75,2323.38,35.282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1027.0033,12.1478,4.045,35.2785,0.2847,0.2268
MAI20120820,60,Maria Island,148.23333,-42.59667,2012-08-20T11:15:00Z,2012,8,20,11:15:00,2012-08-20T01:15:00Z,1.94939,15,NRSMAI20120820_060,0.8,0.33,0.12,3.3,,268.3,0,,35.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1027.0482,12.1432,4.0449,35.2779,0.2981,0.224
MAI20120820,75,Maria Island,148.23333,-42.59667,2012-08-20T11:15:00Z,2012,8,20,11:15:00,2012-08-20T01:15:00Z,1.94939,15,NRSMAI20120820_075,0.8,0.34,0.12,3.3,,274.3,2097.89,2323.7,35.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1027.1161,12.1441,4.0457,35.2778,0.2875,0.2205
MAI20120820,82,Maria Island,148.23333,-42.59667,2012-08-20T11:15:00Z,2012,8,20,11:15:00,2012-08-20T01:15:00Z,1.94939,15,NRSMAI20120820_082,0.8,0.32,0.15,3.2,,272.3,2097.78,2324.24,35.283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAI20121002,0,Maria Island,148.23333,-42.59667,2012-10-02T10:15:00Z,2012,10,2,10:15:00,2012-10-02T00:15:00Z,11.35158,15,NRSMAI20121002_000,1.2,0.46,0.26,4.6,,276.6,2090.12,2310.73,35.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAI20121002,10,Maria Island,148.23333,-42.59667,2012-10-02T10:15:00Z,2012,10,2,10:15:00,2012-10-02T00:15:00Z,11.35158,15,NRSMAI20121002_010,1.1,0.44,0.29,4.7,,275.2,2092.73,2313.27,35.069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.6798,11.9761,4.0039,35.0576,0.2707,0.1943
MAI20121002,20,Maria Island,148.23333,-42.59667,2012-10-02T10:15:00Z,2012,10,2,10:15:00,2012-10-02T00:15:00Z,11.35158,15,NRSMAI20121002_020,1.1,0.4,0.47,3.9,,273.4,2094.02,2312.92,35.079,,,,0.033,0,0.072,0.019,,0,0,0.013,0,0.01,0.116,0.011,0,0.019,0.006,0.036,0,0,0.019,0,0,0.008,0,0,0,0,0,0,0,0.068,0.068,0,0.577,0.577,0,0,0,0,,,0.013,0,,,,1026.7462,11.911,3.9988,35.0645,0.453,0.1865
MAI20121002,30,Maria Island,148.23333,-42.59667,2012-10-02T10:15:00Z,2012,10,2,10:15:00,2012-10-02T00:15:00Z,11.35158,15,NRSMAI20121002_030,0.8,0.36,0.26,3.4,,273,2094.18,2313.44,35.085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.8049,11.8393,3.9925,35.0656,0.3887,0.185
MAI20121002,40,Maria Island,148.23333,-42.59667,2012-10-02T10:15:00Z,2012,10,2,10:15:00,2012-10-02T00:15:00Z,11.35158,15,NRSMAI20121002_040,0.9,0.41,0.27,3.8,,270.7,0,,35.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.8638,11.8375,3.9944,35.0812,0.241,0.1723
MAI20121002,50,Maria Island,148.23333,-42.59667,2012-10-02T10:15:00Z,2012,10,2,10:15:00,2012-10-02T00:15:00Z,11.35158,15,NRSMAI20121002_050,0.9,0.4,0.29,4,,270.4,2096.97,2312.45,35.088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.915,11.823,3.9938,35.0847,0.2079,0.1816
MAI20121002,60,Maria Island,148.23333,-42.59667,2012-10-02T10:15:00Z,2012,10,2,10:15:00,2012-10-02T00:15:00Z,11.35158,15,NRSMAI20121002_060,1,0.41,0.26,4,,270.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.9723,11.7897,3.9918,35.0923,0.1604,0.185
MAI20121002,75,Maria Island,148.23333,-42.59667,2012-10-02T10:15:00Z,2012,10,2,10:15:00,2012-10-02T00:15:00Z,11.35158,15,NRSMAI20121002_075,1,0.41,0.45,4.1,,269.5,2098.05,2311.9,35.116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1027.0551,11.8972,4.0074,35.1367,0.2024,0.202
MAI20121002,82,Maria Island,148.23333,-42.59667,2012-10-02T10:15:00Z,2012,10,2,10:15:00,2012-10-02T00:15:00Z,11.35158,15,NRSMAI20121002_082,1,0.43,0.3,4.5,,269,2098.78,2316.12,35.151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAI20121017,0,Maria Island,148.23333,-42.59667,2012-10-18T10:52:00Z,2012,10,18,10:52:00,2012-10-17T23:52:00Z,22.72084,13,NRSMAI20121017_000,0,0.33,0.23,2,,288.5,2079.1,2310.49,35.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAI20121017,10,Maria Island,148.23333,-42.59667,2012-10-18T10:52:00Z,2012,10,18,10:52:00,2012-10-17T23:52:00Z,22.72084,13,NRSMAI20121017_010,0,0.33,0.26,2,,287.8,2079.14,2311.07,35.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.6143,12.1938,4.0218,35.0269,0.6675,0.2305
MAI20121017,20,Maria Island,148.23333,-42.59667,2012-10-18T10:52:00Z,2012,10,18,10:52:00,2012-10-17T23:52:00Z,22.72084,13,NRSMAI20121017_020,0.1,0.33,0.2,2.2,,285.4,0,,35.034,,,,0.086,0,0.305,0,,0.45,0.227,0,0,0.015,0.378,0.014,0,0.041,0.014,0.066,0,0,0.09,0,0.005,0.011,0,0.007,0.008,0,0,0,0,0.121,0.121,0,1.533,1.533,0,0,0.165,0,,,0.044,0,,,,1026.6698,12.1604,4.0191,35.0276,0.8647,0.217
MAI20121017,30,Maria Island,148.23333,-42.59667,2012-10-18T10:52:00Z,2012,10,18,10:52:00,2012-10-17T23:52:00Z,22.72084,13,NRSMAI20121017_030,0.1,0.37,0.44,2.4,,283,2082.86,2312.24,35.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.7169,12.1586,4.0196,35.0299,0.8858,0.2309
MAI20121017,40,Maria Island,148.23333,-42.59667,2012-10-18T10:52:00Z,2012,10,18,10:52:00,2012-10-17T23:52:00Z,22.72084,13,NRSMAI20121017_040,0.2,0.39,0.38,2.9,,280.6,0,,35.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.78,12.1435,4.0205,35.0489,0.7866,0.2109
MAI20121017,50,Maria Island,148.23333,-42.59667,2012-10-18T10:52:00Z,2012,10,18,10:52:00,2012-10-17T23:52:00Z,22.72084,13,NRSMAI20121017_050,0.5,0.45,0.45,3.8,,278.6,2090.23,2313.63,35.078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.8608,12.035,4.0139,35.0822,0.5252,0.1991
MAI20121017,60,Maria Island,148.23333,-42.59667,2012-10-18T10:52:00Z,2012,10,18,10:52:00,2012-10-17T23:52:00Z,22.72084,13,NRSMAI20121017_060,1,0.51,0.41,5.2,,271.2,0,,35.107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.9691,11.8432,3.9978,35.101,0.2916,0.2051
MAI20121017,75,Maria Island,148.23333,-42.59667,2012-10-18T10:52:00Z,2012,10,18,10:52:00,2012-10-17T23:52:00Z,22.72084,13,NRSMAI20121017_075,1,0.54,0.5,5.3,,269.6,2099.9,2313.83,35.105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1027.0394,11.8266,3.9968,35.0998,0.3452,0.2182
MAI20121017,85,Maria Island,148.23333,-42.59667,2012-10-18T10:52:00Z,2012,10,18,10:52:00,2012-10-17T23:52:00Z,22.72084,13,NRSMAI20121017_085,1.1,0.54,0.54,5.2,,269.2,2102.57,2314.88,35.104,,,,0.054,0,0.098,0,,0.095,0.141,0,0,0.006,0.307,0.003,0,0.011,0,0.012,0,0,0.024,0,0,0.004,0,0,0,0,0,0,0,0.029,0.029,0,0.664,0.664,0,0,0.122,0,,,0.019,0,,,,,,,,,
MAI20121112,0,Maria Island,148.23333,-42.59667,2012-11-13T10:45:00Z,2012,11,13,10:45:00,2012-11-12T23:45:00Z,17.11135,10,NRSMAI20121112_000,0.8,0.25,0.13,0.5,,276,4137.74,2308.34,35.046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAI20121112,10,Maria Island,148.23333,-42.59667,2012-11-13T10:45:00Z,2012,11,13,10:45:00,2012-11-12T23:45:00Z,17.11135,10,NRSMAI20121112_010,0.9,0.26,0.12,0.6,,277.2,4136.7,2308.48,35.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.4141,13.2932,4.1299,35.0432,0.4094,0.2688
MAI20121112,20,Maria Island,148.23333,-42.59667,2012-11-13T10:45:00Z,2012,11,13,10:45:00,2012-11-12T23:45:00Z,17.11135,10,NRSMAI20121112_020,0.9,0.26,0.18,0.6,,277.1,0,,35.046,,,,0.085,0,0.206,0,,0.024,0,0,0,0.042,0.183,0.051,0,0.161,0.067,0.038,0,0,0.041,0,0.011,0.111,0,0.006,0.068,0,0,0,0,0.459,0.459,0,1.532,1.532,0,0,0,0,,,0.069,0,,,,1026.4525,13.3608,4.1376,35.0493,0.7587,0.2735
MAI20121112,30,Maria Island,148.23333,-42.59667,2012-11-13T10:45:00Z,2012,11,13,10:45:00,2012-11-12T23:45:00Z,17.11135,10,NRSMAI20121112_030,1,0.27,0.19,0.7,,276.7,4136.84,2310.06,35.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.5056,13.3018,4.1318,35.0447,0.6787,0.2737
MAI20121112,40,Maria Island,148.23333,-42.59667,2012-11-13T10:45:00Z,2012,11,13,10:45:00,2012-11-12T23:45:00Z,17.11135,10,NRSMAI20121112_040,1.1,0.29,0.22,0.9,,274.9,0,,35.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.5768,13.1084,4.1136,35.046,0.7979,0.2658
MAI20121112,50,Maria Island,148.23333,-42.59667,2012-11-13T10:45:00Z,2012,11,13,10:45:00,2012-11-12T23:45:00Z,17.11135,10,NRSMAI20121112_050,1,0.31,0.51,1.4,,271.8,4151.74,2307.99,35.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.6847,12.8552,4.0899,35.0504,0.5755,0.2588
MAI20121112,60,Maria Island,148.23333,-42.59667,2012-11-13T10:45:00Z,2012,11,13,10:45:00,2012-11-12T23:45:00Z,17.11135,10,NRSMAI20121112_060,1.4,0.42,0.95,2.9,,265.7,0,,35.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.7513,12.5765,4.0636,35.0519,0.4341,0.2668
MAI20121112,75,Maria Island,148.23333,-42.59667,2012-11-13T10:45:00Z,2012,11,13,10:45:00,2012-11-12T23:45:00Z,17.11135,10,NRSMAI20121112_075,2,0.51,0.78,4.3,,260.3,4196,2308.31,35.061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAI20121112,82,Maria Island,148.23333,-42.59667,2012-11-13T10:45:00Z,2012,11,13,10:45:00,2012-11-12T23:45:00Z,17.11135,10,NRSMAI20121112_082,2.1,0.44,0.68,4.6,,259.2,4197.96,2309.75,35.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAI20130129,0,Maria Island,148.23333,-42.59667,2013-01-30T10:33:00Z,2013,1,30,10:33:00,2013-01-29T23:33:00Z,18.95908,10,NRSMAI20130129_000,0.4,0.18,0.06,0,,,4099.82,2315.62,35.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAI20130129,10,Maria Island,148.23333,-42.59667,2013-01-30T10:33:00Z,2013,1,30,10:33:00,2013-01-29T23:33:00Z,18.95908,10,NRSMAI20130129_010,0.4,0.21,0.29,0,,,4098.46,2313.99,35.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.8458,16.126,4.4157,35.1101,0.5935,0.2506
MAI20130129,20,Maria Island,148.23333,-42.59667,2013-01-30T10:33:00Z,2013,1,30,10:33:00,2013-01-29T23:33:00Z,18.95908,10,NRSMAI20130129_020,0.5,0.21,0.13,0,,,0,,35.119,,,,0.237,0,0.28,0,,0.026,0,0.033,0,0.061,0.204,0.032,0,0.113,0.031,0.408,0,0,0.125,0,0.014,0.076,0,0.01,0.022,0,0,0,0,0.295,0.295,0,1.757,1.757,0,0,0,0,,,0.069,0,,,,1025.9045,16.0687,4.4102,35.1076,1.4578,0.2613
MAI20130129,30,Maria Island,148.23333,-42.59667,2013-01-30T10:33:00Z,2013,1,30,10:33:00,2013-01-29T23:33:00Z,18.95908,10,NRSMAI20130129_030,0.5,0.2,0.06,0,,,4111.1,2316.01,35.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.974,15.9844,4.4035,35.1186,1.1389,0.2273
MAI20130129,40,Maria Island,148.23333,-42.59667,2013-01-30T10:33:00Z,2013,1,30,10:33:00,2013-01-29T23:33:00Z,18.95908,10,NRSMAI20130129_040,0.5,0.19,0.07,0,,,0,,35.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.0381,15.8869,4.3949,35.1239,0.5869,0.1835
MAI20130129,50,Maria Island,148.23333,-42.59667,2013-01-30T10:33:00Z,2013,1,30,10:33:00,2013-01-29T23:33:00Z,18.95908,10,NRSMAI20130129_050,0.5,0.29,0.1,0,,,4114.92,2312.77,35.114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.1201,15.7907,4.3866,35.1314,0.2291,0.1609
MAI20130129,60,Maria Island,148.23333,-42.59667,2013-01-30T10:33:00Z,2013,1,30,10:33:00,2013-01-29T23:33:00Z,18.95908,10,NRSMAI20130129_060,0.4,0.2,0.41,0,,,0,,35.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.2382,15.525,4.3642,35.1626,0.3012,0.1676
MAI20130129,75,Maria Island,148.23333,-42.59667,2013-01-30T10:33:00Z,2013,1,30,10:33:00,2013-01-29T23:33:00Z,18.95908,10,NRSMAI20130129_075,0.6,0.3,,0.3,,,4158.22,2322.89,35.189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.4175,14.9126,4.3045,35.1646,0.165,0.1841
MAI20130129,82,Maria Island,148.23333,-42.59667,2013-01-30T10:33:00Z,2013,1,30,10:33:00,2013-01-29T23:33:00Z,18.95908,10,NRSMAI20130129_082,1.3,0.42,,2.4,,,4180.16,2319.66,35.172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAI20130214,0,Maria Island,148.23333,-42.59667,2013-02-14T11:00:00Z,2013,2,14,11:00:00,2013-02-14T00:00:00Z,9.89238,18,NRSMAI20130214_000,0.6,0.2,0.23,0,,258.4,2056.01,2328.02,35.166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAI20130214,10,Maria Island,148.23333,-42.59667,2013-02-14T11:00:00Z,2013,2,14,11:00:00,2013-02-14T00:00:00Z,9.89238,18,NRSMAI20130214_010,0.4,0.28,0.33,0.1,,256,2056.67,2321.05,23.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAI20130214,20,Maria Island,148.23333,-42.59667,2013-02-14T11:00:00Z,2013,2,14,11:00:00,2013-02-14T00:00:00Z,9.89238,18,NRSMAI20130214_020,0.7,0.22,0.19,0,,260.1,0,,35.133,,,,0.011,0,0.012,0,,0,0,0,0,0.006,0.016,0.002,0,0.005,0,0.013,0,0,0.002,0,0,0,0,0,0.004,0,0,0,0,0.018,0.018,0,0.081,0.081,0,0,0,0,,,0.005,0,,,,,,,,,
MAI20130214,30,Maria Island,148.23333,-42.59667,2013-02-14T11:00:00Z,2013,2,14,11:00:00,2013-02-14T00:00:00Z,9.89238,18,NRSMAI20130214_030,0.6,0.24,0.26,0.1,,256.7,2058.61,2334.75,35.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAI20130214,40,Maria Island,148.23333,-42.59667,2013-02-14T11:00:00Z,2013,2,14,11:00:00,2013-02-14T00:00:00Z,9.89238,18,NRSMAI20130214_040,0.8,0.26,0.39,0.3,,253.8,0,,35.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAI20130214,50,Maria Island,148.23333,-42.59667,2013-02-14T11:00:00Z,2013,2,14,11:00:00,2013-02-14T00:00:00Z,9.89238,18,NRSMAI20130214_050,0.5,0.27,0.51,0.4,,250.6,2072.69,2329.6,35.107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAI20130214,60,Maria Island,148.23333,-42.59667,2013-02-14T11:00:00Z,2013,2,14,11:00:00,2013-02-14T00:00:00Z,9.89238,18,NRSMAI20130214_060,0.7,0.31,0.59,1,,249.2,0,,35.099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAI20130214,75,Maria Island,148.23333,-42.59667,2013-02-14T11:00:00Z,2013,2,14,11:00:00,2013-02-14T00:00:00Z,9.89238,18,NRSMAI20130214_075,1.1,0.39,0.28,2.8,,202.9,2084.6,2319.21,35.098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAI20130214,82,Maria Island,148.23333,-42.59667,2013-02-14T11:00:00Z,2013,2,14,11:00:00,2013-02-14T00:00:00Z,9.89238,18,NRSMAI20130214_082,1.4,0.42,0.1,3.3,,237.7,2088.76,2321.79,35.126,,,,0.043,0,0.06,0,,0,0,0.026,0,0.024,0.029,0.005,0,0.005,0,0.09,0,0,0.016,0,0,0.011,0,0,0.006,0,0,0,0,0.037,0.037,0,0.341,0.341,0,0,0,0,,,0.013,0,,,,,,,,,
MAI20130313,0,Maria Island,148.23333,-42.59667,2013-03-14T10:00:00Z,2013,3,14,10:00:00,2013-03-13T23:00:00Z,4.51764,15,NRSMAI20130313_000,0.5,0.2,0.05,0,,251.5,2053.27,2319.36,35.224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAI20130313,10,Maria Island,148.23333,-42.59667,2013-03-14T10:00:00Z,2013,3,14,10:00:00,2013-03-13T23:00:00Z,4.51764,15,NRSMAI20130313_010,0.5,0.2,0.06,0,,249.6,2053.49,2325.98,35.262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.6484,17.4822,4.5696,35.27,0.3387,0.1976
MAI20130313,20,Maria Island,148.23333,-42.59667,2013-03-14T10:00:00Z,2013,3,14,10:00:00,2013-03-13T23:00:00Z,4.51764,15,NRSMAI20130313_020,0.5,0.19,0.06,0,,248.7,0,,35.283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.7113,17.3853,4.56,35.2671,0.6845,0.2023
MAI20130313,30,Maria Island,148.23333,-42.59667,2013-03-14T10:00:00Z,2013,3,14,10:00:00,2013-03-13T23:00:00Z,4.51764,15,NRSMAI20130313_030,0.5,0.19,0.08,0,,248.1,2058.46,2324.79,35.283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.7622,17.3829,4.5604,35.2685,0.6427,0.2111
