TripCode,SampleDepth_m,Station,Longitude,Latitude,SampleDateLocal,Year,Month,Day,Time_24hr,SampleDateUTC,Biomass_mgm3,Secchi_m,IMOSsampleCode,Silicate_umolL,Phosphate_umolL,Ammonium_umolL,Nitrate_umolL,Nitrite_umolL,Oxygen_umolL,DIC_umolkg,TAlkalinity_umolkg,Salinity_PSU,Prochlorococcus_cellsml,Synecochoccus_cellsml,Picoeukaryotes_cellsml,CPHL_C3,MG_DVP,CPHL_C2,CPHL_C1,CPHL_C1C2,CPHLIDE_A,PHIDE_A,PERID,PYROPHIDE_A,BUT_FUCO,FUCO,NEO,KETO_HEX_FUCO,PRAS,VIOLA,HEX_FUCO,ASTA,DIADCHR,DIADINO,DINO,ANTH,ALLO,MYXO,DIATO,ZEA,LUT,CANTHA,GYRO,DV_CPHL_B,CPHL_B,DV_CPHL_B_AND_CPHL_B,DV_CPHL_A,CPHL_A,DV_CPHL_A_AND_CPHL_A,ECHIN,PHYTIN_B,PHYTIN_A,LYCO,BETA_EPI_CAR,BETA_BETA_CAR,ALPHA_BETA_CAR,PYROPHYTIN_A,TSS_mgL,InorganicFraction_mgL,OrganicFraction_mgL,CTDDensity_kgm3,CTDTemperature,CTDConductivity_sm,CTDSalinity,CTDChlF_mgm3,CTDTurbidity_ntu
DAR20110627,0,Darwin,130.76805,-12.4,2011-06-27T13:48:00Z,2011,6,27,13:48:00,2011-06-27T04:18:00Z,5.56585,8,NRSDAR20110627_000,5.8,0.39,0.32,0.2,,,1922.49,2198.3,32.933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAR20110627,10,Darwin,130.76805,-12.4,2011-06-27T13:48:00Z,2011,6,27,13:48:00,2011-06-27T04:18:00Z,5.56585,8,NRSDAR20110627_010,6,0.32,0.02,0.1,,,1931.9,2201.75,32.905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAR20110627,14,Darwin,130.76805,-12.4,2011-06-27T13:48:00Z,2011,6,27,13:48:00,2011-06-27T04:18:00Z,5.56585,8,NRSDAR20110627_014,6.3,0.32,0.11,0.2,,,1931.42,2203.74,32.888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAR20111005,0,Darwin,130.76805,-12.4,2011-10-05T09:31:00Z,2011,10,5,09:31:00,2011-10-05T00:01:00Z,1.37523,2.1,NRSDAR20111005_000,6.5,0.29,0.08,0.2,,,3986.26,2267.87,33.722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAR20111005,10,Darwin,130.76805,-12.4,2011-10-05T09:31:00Z,2011,10,5,09:31:00,2011-10-05T00:01:00Z,1.37523,2.1,NRSDAR20111005_010,6.3,0.26,0.04,0.1,,,3977.22,2266.31,33.742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAR20111005,20,Darwin,130.76805,-12.4,2011-10-05T09:31:00Z,2011,10,5,09:31:00,2011-10-05T00:01:00Z,1.37523,2.1,NRSDAR20111005_020,6.4,0.25,0.1,0.1,,,3967.92,2260.35,33.72,,,,0.016,0,0.039,0.022,,0,0,0,0,0.007,0.192,0.007,0,0.027,0.005,0.011,0.017,0,0.016,0,0,0.012,0,0,0.09,0,0,0,0,0.075,0.075,0,0.617,0.617,0,0,0,0,,,0.042,0,,,,,,,,,
DAR20120114_2130,0,Darwin,130.76805,-12.4,2012-01-15T07:00:00Z,2012,1,15,07:00:00,2012-01-14T21:30:00Z,39.12967,2,NRSDAR20120114_2130_000,4.6,0.65,,1.9,,,1962.64,2243.91,33.661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAR20120114_2130,10,Darwin,130.76805,-12.4,2012-01-15T07:00:00Z,2012,1,15,07:00:00,2012-01-14T21:30:00Z,39.12967,2,NRSDAR20120114_2130_010,5.2,0.38,0.27,0.5,,,1962.82,2243.85,33.662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1020.2493,31.4462,5.784,33.6385,0.4265,4.8678
DAR20120114_2130,20,Darwin,130.76805,-12.4,2012-01-15T07:00:00Z,2012,1,15,07:00:00,2012-01-14T21:30:00Z,39.12967,2,NRSDAR20120114_2130_020,5.5,0.31,,0.4,,,1961.57,2240.87,33.67,,,,0,0,0.036,0.022,,0,0,0,0,0,0.176,0,0,0.017,0.004,0.016,0,0,0.016,0,0,0.01,0,0,0.101,0,0,0,0,0.049,0.049,0,0.532,0.532,0,0,0,0,,,0.044,0,,,,1020.294,31.4572,5.7867,33.6463,0.627,9.6575
DAR20120114_2335,0,Darwin,130.76805,-12.4,2012-01-15T09:05:00Z,2012,1,15,09:05:00,2012-01-14T23:35:00Z,26.32359,2,NRSDAR20120114_2335_000,5.3,0.27,0.35,0.2,,,1948.68,2229.31,33.518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAR20120114_2335,10,Darwin,130.76805,-12.4,2012-01-15T09:05:00Z,2012,1,15,09:05:00,2012-01-14T23:35:00Z,26.32359,2,NRSDAR20120114_2335_010,5.4,0.26,0.3,0.2,,,1966.76,2242.99,33.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1020.2704,31.415,5.7828,33.652,0.5477,9.182
DAR20120114_2335,22,Darwin,130.76805,-12.4,2012-01-15T09:05:00Z,2012,1,15,09:05:00,2012-01-14T23:35:00Z,26.32359,2,NRSDAR20120114_2335_022,5.1,0.36,1.22,0.3,,,1960.52,2244.47,33.669,,,,0,0,0.042,0.028,,0,0,0,0,0,0.219,0.006,0,0.017,0.004,0.017,0,0,0.02,0,0,0.013,0,0,0.108,0,0,0,0,0.049,0.049,0,0.62,0.62,0,0,0,0,,,0.044,0,,,,1020.3184,31.4299,5.7852,33.6546,0.6722,9.7086
DAR20120115_0335,0,Darwin,130.76805,-12.4,2012-01-15T13:05:00Z,2012,1,15,13:05:00,2012-01-15T03:35:00Z,48.41338,1.5,NRSDAR20120115_0335_000,5.8,0.4,0.57,0.4,,,1964.78,2244.56,33.647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAR20120115_0335,10,Darwin,130.76805,-12.4,2012-01-15T13:05:00Z,2012,1,15,13:05:00,2012-01-15T03:35:00Z,48.41338,1.5,NRSDAR20120115_0335_010,4.7,0.32,0.42,0.2,,,1965.36,2244.47,33.645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1020.2076,31.5452,5.7929,33.6294,0.7241,9.6891
DAR20120115_0335,20,Darwin,130.76805,-12.4,2012-01-15T13:05:00Z,2012,1,15,13:05:00,2012-01-15T03:35:00Z,48.41338,1.5,NRSDAR20120115_0335_020,5.6,0.49,0.27,0.4,,,1966.16,2256.37,33.657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1020.2661,31.5024,5.789,33.6306,0.8079,9.7095
DAR20120115_0540,0,Darwin,130.76805,-12.4,2012-01-15T15:10:00Z,2012,1,15,15:10:00,2012-01-15T05:40:00Z,219.85591,1.75,NRSDAR20120115_0540_000,5.6,0.31,0.55,0.2,,,1964.22,2244.14,33.639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAR20120115_0540,10,Darwin,130.76805,-12.4,2012-01-15T15:10:00Z,2012,1,15,15:10:00,2012-01-15T05:40:00Z,219.85591,1.75,NRSDAR20120115_0540_010,5.6,0.3,0.15,0.2,,,1965.62,2245.8,33.633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1020.1955,31.5445,5.7903,33.6129,0.6104,8.2782
DAR20120115_0540,20,Darwin,130.76805,-12.4,2012-01-15T15:10:00Z,2012,1,15,15:10:00,2012-01-15T05:40:00Z,219.85591,1.75,NRSDAR20120115_0540_020,5.6,0.3,0.38,0.2,,,1966.87,2258.04,33.632,,,,0,0,0.053,0.036,,0,0,0,0,0,0.216,0.01,0,0.019,0.006,0.016,0,0,0.02,0,0,0.011,0,0,0.144,0,0,0,0,0.074,0.074,0,0.702,0.702,0,0,0,0,,,0.059,0,,,,1020.2405,31.5439,5.791,33.6155,0.6623,9.7101
DAR20120417,0,Darwin,130.76805,-12.4,2012-04-17T09:42:00Z,2012,4,17,09:42:00,2012-04-17T00:12:00Z,27.03073,6,NRSDAR20120417_000,3.6,0.2,0.12,0.2,,,1889.47,2155.57,32.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAR20120417,10,Darwin,130.76805,-12.4,2012-04-17T09:42:00Z,2012,4,17,09:42:00,2012-04-17T00:12:00Z,27.03073,6,NRSDAR20120417_010,3.4,0.23,0.33,0.3,,,1894.25,2180.5,32.701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1020.0343,30.0875,5.5068,32.7255,0.5877,2.2244
DAR20120417,20,Darwin,130.76805,-12.4,2012-04-17T09:42:00Z,2012,4,17,09:42:00,2012-04-17T00:12:00Z,27.03073,6,NRSDAR20120417_020,3.1,0.24,1,0.3,,,1897.9,2181.76,32.755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAR20120729_1630,0,Darwin,130.76805,-12.4,2012-07-30T02:00:00Z,2012,7,30,02:00:00,2012-07-29T16:30:00Z,57.75986,,NRSDAR20120729_1630_000,9,0.21,0.12,0,,,1972.18,2282.27,33.989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAR20120729_1630,10,Darwin,130.76805,-12.4,2012-07-30T02:00:00Z,2012,7,30,02:00:00,2012-07-29T16:30:00Z,57.75986,,NRSDAR20120729_1630_010,8.7,0.21,0.1,0,,,1972.54,2288.06,33.986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1022.8279,24.3024,5.0997,33.9863,1.1826,
DAR20120729_1630,20,Darwin,130.76805,-12.4,2012-07-30T02:00:00Z,2012,7,30,02:00:00,2012-07-29T16:30:00Z,57.75986,,NRSDAR20120729_1630_020,7.8,0.2,1.22,0,,,1972.76,2276,,,,,0.03,0,0.036,0,,0,0,0,0,0,0.101,0,0,0.019,0,0.023,0,0,0.009,0,0,0,0,0,0.082,0,0,0,0,0.069,0.069,0,0.472,0.472,0,0,0,0,,,0.037,0,,,,1022.8676,24.3118,5.1009,33.9849,1.2436,
DAR20120729_1930,0,Darwin,130.76805,-12.4,2012-07-30T05:00:00Z,2012,7,30,05:00:00,2012-07-29T19:30:00Z,49.6622,,NRSDAR20120729_1930_000,9,0.17,0.06,0,,,1977.25,2279.07,34.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAR20120729_1930,10,Darwin,130.76805,-12.4,2012-07-30T05:00:00Z,2012,7,30,05:00:00,2012-07-29T19:30:00Z,49.6622,,NRSDAR20120729_1930_010,7.6,0.18,0.24,0,,,1977.29,2273.09,34.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1022.8717,24.2035,5.0922,34.0056,1.2607,
DAR20120729_1930,20,Darwin,130.76805,-12.4,2012-07-30T05:00:00Z,2012,7,30,05:00:00,2012-07-29T19:30:00Z,49.6622,,NRSDAR20120729_1930_020,7.9,0.21,0.1,0.1,,,1977.42,2277.47,34.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1022.9164,24.2004,5.0924,34.0058,1.2256,
DAR20120729_2230,0,Darwin,130.76805,-12.4,2012-07-30T08:00:00Z,2012,7,30,08:00:00,2012-07-29T22:30:00Z,29.32068,4,NRSDAR20120729_2230_000,8.5,0.17,0.49,0,,,1974.54,2259.67,33.993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAR20120729_2230,10,Darwin,130.76805,-12.4,2012-07-30T08:00:00Z,2012,7,30,08:00:00,2012-07-29T22:30:00Z,29.32068,4,NRSDAR20120729_2230_010,6.7,0.19,0.16,0,,,1975.31,2263.97,33.991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1022.8873,24.1233,5.0827,33.9951,0.9212,
DAR20120729_2230,20,Darwin,130.76805,-12.4,2012-07-30T08:00:00Z,2012,7,30,08:00:00,2012-07-29T22:30:00Z,29.32068,4,NRSDAR20120729_2230_020,8.1,0.19,0.2,0,,,1973.62,2267.69,33.993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1022.9328,24.1175,5.0826,33.9953,0.924,
DAR20120730_0130,0,Darwin,130.76805,-12.4,2012-07-30T11:00:00Z,2012,7,30,11:00:00,2012-07-30T01:30:00Z,30.95885,4,NRSDAR20120730_0130_000,8,0.18,0.25,0,,,1972.29,2270.91,34.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAR20120730_0130,10,Darwin,130.76805,-12.4,2012-07-30T11:00:00Z,2012,7,30,11:00:00,2012-07-30T01:30:00Z,30.95885,4,NRSDAR20120730_0130_010,8.2,0.17,0.09,0.1,,,1971.85,2271.69,34.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1022.88,24.1451,5.0847,33.9936,1.0485,
DAR20120730_0130,20,Darwin,130.76805,-12.4,2012-07-30T11:00:00Z,2012,7,30,11:00:00,2012-07-30T01:30:00Z,30.95885,4,NRSDAR20120730_0130_020,8.1,0.17,0.11,0,,,1972.58,2269.63,33.993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1022.9316,24.1175,5.0827,33.996,0.998,
DAR20121029,0,Darwin,130.76805,-12.4,2012-10-30T07:51:00Z,2012,10,30,07:51:00,2012-10-29T22:21:00Z,47.87781,1.8,NRSDAR20121029_000,6.6,0.36,0.42,0.2,,,2003.53,2285.3,34.668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAR20121029,10,Darwin,130.76805,-12.4,2012-10-30T07:51:00Z,2012,10,30,07:51:00,2012-10-29T22:21:00Z,47.87781,1.8,NRSDAR20121029_010,6.6,0.37,0.14,0.2,,,2005.26,2288.81,34.395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAR20121029,20,Darwin,130.76805,-12.4,2012-10-30T07:51:00Z,2012,10,30,07:51:00,2012-10-29T22:21:00Z,47.87781,1.8,NRSDAR20121029_020,6.7,0.38,0.15,0.2,,,2006.71,2285.05,34.695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAR20121208_1630,0,Darwin,130.76805,-12.4,2012-12-09T02:00:00Z,2012,12,9,02:00:00,2012-12-08T16:30:00Z,60.47103,,NRSDAR20121208_1630_000,6.4,0.28,0.1,0.1,,,3994.56,2289.15,34.512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAR20121208_1630,10,Darwin,130.76805,-12.4,2012-12-09T02:00:00Z,2012,12,9,02:00:00,2012-12-08T16:30:00Z,60.47103,,NRSDAR20121208_1630_010,6.4,0.27,0.29,0.1,,,3995.02,2291.62,34.512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1020.734,31.926,5.9683,34.5134,0.8863,
DAR20121208_1630,20,Darwin,130.76805,-12.4,2012-12-09T02:00:00Z,2012,12,9,02:00:00,2012-12-08T16:30:00Z,60.47103,,NRSDAR20121208_1630_020,6.9,0.25,0.11,0.1,,,3995.2,2288.42,34.514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1020.7844,31.9057,5.9667,34.5143,0.919,
DAR20121208_2000,0,Darwin,130.76805,-12.4,2012-12-09T05:30:00Z,2012,12,9,05:30:00,2012-12-08T20:00:00Z,53.57521,,NRSDAR20121208_2000_000,6.5,0.24,0.1,0.1,,,1996.49,2292.76,34.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAR20121208_2000,10,Darwin,130.76805,-12.4,2012-12-09T05:30:00Z,2012,12,9,05:30:00,2012-12-08T20:00:00Z,53.57521,,NRSDAR20121208_2000_010,6.1,0.27,0.08,0.2,,,1996.04,2288.77,34.517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1020.7258,31.9613,5.973,34.519,0.7695,
DAR20121208_2000,20,Darwin,130.76805,-12.4,2012-12-09T05:30:00Z,2012,12,9,05:30:00,2012-12-08T20:00:00Z,53.57521,,NRSDAR20121208_2000_020,6,0.23,0.1,0,,,1996.52,2287.77,34.516,,,,0.019,0,0.035,0.014,,0,0,0,0,0,0.091,0,0,0.01,0.002,0.023,0.007,0,0.013,0,0,0.005,0,0,0.061,0,0,0,0,0.032,0.032,0,0.353,0.353,0,0,0,0,,,0.029,0,,,,1020.7671,31.9642,5.9738,34.5195,0.7942,
DAR20121208_2330,0,Darwin,130.76805,-12.4,2012-12-09T09:00:00Z,2012,12,9,09:00:00,2012-12-08T23:30:00Z,58.09384,4.5,NRSDAR20121208_2330_000,6.1,0.26,0.06,0.1,,,1995.18,2286.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAR20121208_2330,10,Darwin,130.76805,-12.4,2012-12-09T09:00:00Z,2012,12,9,09:00:00,2012-12-08T23:30:00Z,58.09384,4.5,NRSDAR20121208_2330_010,6.6,0.25,0.07,0,,,1994.55,2286.14,34.523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1020.7508,31.8886,5.9651,34.5182,1.035,
DAR20121208_2330,20,Darwin,130.76805,-12.4,2012-12-09T09:00:00Z,2012,12,9,09:00:00,2012-12-08T23:30:00Z,58.09384,4.5,NRSDAR20121208_2330_020,6.6,0.25,0.06,0.1,,,1995.94,2287.84,34.532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1020.796,31.8809,5.9647,34.5181,0.9696,
DAR20121209_0300,0,Darwin,130.76805,-12.4,2012-12-09T12:30:00Z,2012,12,9,12:30:00,2012-12-09T03:00:00Z,12.86546,5,NRSDAR20121209_0300_000,6.6,0.22,0.14,0,,,3979.32,2287.9,34.514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAR20121209_0300,10,Darwin,130.76805,-12.4,2012-12-09T12:30:00Z,2012,12,9,12:30:00,2012-12-09T03:00:00Z,12.86546,5,NRSDAR20121209_0300_010,6.4,0.24,0.13,0,,,3993.34,2286.59,34.512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1020.7161,31.9678,5.9725,34.5114,1.0152,
DAR20121209_0300,20,Darwin,130.76805,-12.4,2012-12-09T12:30:00Z,2012,12,9,12:30:00,2012-12-09T03:00:00Z,12.86546,5,NRSDAR20121209_0300_020,5.9,0.26,0.15,0,,,3998.88,2289.77,34.524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1020.801,31.893,5.9679,34.5309,1.1557,
DAR20130405,0,Darwin,130.76805,-12.4,2013-04-05T09:40:00Z,2013,4,5,09:40:00,2013-04-05T00:10:00Z,3.21636,4.5,NRSDAR20130405_000,4.8,0.29,0.01,0.4,,,3878.9,2233.62,33.213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAR20130405,10,Darwin,130.76805,-12.4,2013-04-05T09:40:00Z,2013,4,5,09:40:00,2013-04-05T00:10:00Z,3.21636,4.5,NRSDAR20130405_010,4.4,0.22,0,0,,,3858.2,2216.3,33.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1020.3295,30.1876,5.5827,33.1644,0.3331,3.6251
DAR20130405,20,Darwin,130.76805,-12.4,2013-04-05T09:40:00Z,2013,4,5,09:40:00,2013-04-05T00:10:00Z,3.21636,4.5,NRSDAR20130405_020,4.6,0.2,0,0.4,,,3841.16,2206.74,33.038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1020.3778,30.2006,5.5865,33.1782,0.3864,9.5889
DAR20130617_0800,0,Darwin,130.76805,-12.4,2013-06-17T17:30:00Z,2013,6,17,17:30:00,2013-06-17T08:00:00Z,11.8236,3.5,NRSDAR20130617_0800_000,5.6,0.24,0.07,0,,,1962.44,2259.11,34.132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAR20130617_0800,10,Darwin,130.76805,-12.4,2013-06-17T17:30:00Z,2013,6,17,17:30:00,2013-06-17T08:00:00Z,11.8236,3.5,NRSDAR20130617_0800_010,5.7,0.25,0.09,0,,,1962.13,2255.73,34.128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1022.0764,27.0375,5.3961,34.107,0.4348,3.4867
DAR20130617_0800,23.8,Darwin,130.76805,-12.4,2013-06-17T17:30:00Z,2013,6,17,17:30:00,2013-06-17T08:00:00Z,11.8236,3.5,NRSDAR20130617_0800_23.8,4.9,0.27,0.42,0,,,1962.88,2256.21,34.133,,,,0.029,0,0.055,0.016,,0,0,0,0,0,0.143,0.01,0,0.034,0.007,0.033,0,0,0.017,0,0,0.014,0,0,0.121,0,0,0,0,0.098,0.098,0,0.709,0.709,0,0,0,0,,,0.048,0,,,,,,,,,
DAR20130617_1130,0,Darwin,130.76805,-12.4,2013-06-17T21:00:00Z,2013,6,17,21:00:00,2013-06-17T11:30:00Z,23.55495,,NRSDAR20130617_1130_000,5.8,0.21,0.11,0,,,3923.42,2256.28,34.141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAR20130617_1130,10,Darwin,130.76805,-12.4,2013-06-17T21:00:00Z,2013,6,17,21:00:00,2013-06-17T11:30:00Z,23.55495,,NRSDAR20130617_1130_010,5.5,0.23,0.08,0,,,3923.24,2258.7,34.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1022.0776,27.0417,5.3971,34.1108,0.3607,2.8102
DAR20130617_1130,23,Darwin,130.76805,-12.4,2013-06-17T21:00:00Z,2013,6,17,21:00:00,2013-06-17T11:30:00Z,23.55495,,NRSDAR20130617_1130_023,5.7,0.23,0.1,0,,,3923.8,2264.55,34.129,,,,0.019,0,0.039,0.011,,0,0,0,0,0,0.101,0.008,0,0.023,0.006,0.029,0,0,0.016,0,0,0.012,0,0,0.093,0,0,0,0,0.071,0.071,0,0.492,0.492,0,0,0,0,,,0.038,0,,,,,,,,,
DAR20130617_1500,0,Darwin,130.76805,-12.4,2013-06-18T00:30:00Z,2013,6,18,00:30:00,2013-06-17T15:00:00Z,23.69333,,NRSDAR20130617_1500_000,6.1,0.24,0.01,0,,,3926.88,2266.04,34.131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAR20130617_1500,10,Darwin,130.76805,-12.4,2013-06-18T00:30:00Z,2013,6,18,00:30:00,2013-06-17T15:00:00Z,23.69333,,NRSDAR20130617_1500_010,5.8,0.24,0,0,,,3925.78,2265.16,34.123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1022.0555,27.0979,5.402,34.1046,0.2671,3.136
DAR20130617_1500,20,Darwin,130.76805,-12.4,2013-06-18T00:30:00Z,2013,6,18,00:30:00,2013-06-17T15:00:00Z,23.69333,,NRSDAR20130617_1500_020,6,0.24,0,0,,,3927.42,2260.21,34.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1022.0979,27.0994,5.4025,34.1043,0.4118,3.1245
DAR20130617_1830,0,Darwin,130.76805,-12.4,2013-06-18T04:00:00Z,2013,6,18,04:00:00,2013-06-17T18:30:00Z,19.49395,,NRSDAR20130617_1830_000,6.2,0.23,0.07,0,,,3926.78,2261.5,34.134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAR20130617_1830,10,Darwin,130.76805,-12.4,2013-06-18T04:00:00Z,2013,6,18,04:00:00,2013-06-17T18:30:00Z,19.49395,,NRSDAR20130617_1830_010,6.5,0.23,0.04,0,,,3927.46,2265.01,34.133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1022.0959,26.9885,5.3918,34.1123,0.2849,2.9216
DAR20130617_1830,21,Darwin,130.76805,-12.4,2013-06-18T04:00:00Z,2013,6,18,04:00:00,2013-06-17T18:30:00Z,19.49395,,NRSDAR20130617_1830_021,5.8,0.23,0,0,,,3927.12,2263.32,34.135,,,,0.02,0,0.034,0.012,,0,0,0,0,0,0.084,0.007,0,0.023,0.005,0.025,0,0,0.014,0,0,0.011,0,0,0.099,0,0,0,0,0.057,0.057,0,0.499,0.499,0,0,0,0,,,0.039,0,,,,1022.143,26.9891,5.3923,34.1124,0.3167,3.0972
DAR20130916,0,Darwin,130.76805,-12.4,2013-09-16T11:26:00Z,2013,9,16,11:26:00,2013-09-16T01:56:00Z,32.88775,5,NRSDAR20130916_000,6.3,0.22,0.45,0,,,2015,2308.87,34.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAR20130916,10,Darwin,130.76805,-12.4,2013-09-16T11:26:00Z,2013,9,16,11:26:00,2013-09-16T01:56:00Z,32.88775,5,NRSDAR20130916_010,6.2,0.27,0.1,0,,,2023,2311.95,34.761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1022.3181,27.762,5.5606,34.7368,0.3316,2.423
DAR20130916,20,Darwin,130.76805,-12.4,2013-09-16T11:26:00Z,2013,9,16,11:26:00,2013-09-16T01:56:00Z,32.88775,5,NRSDAR20130916_020,6.2,0.22,0.06,0,,,2023.54,2309.77,34.775,,,,0.023,0,0.044,0.01,,0,0,0,0,0.008,0.109,0.005,0,0.02,0.004,0.03,,0,0.014,0,0,0.012,0,0,0.098,0,0,0,0,0.061,0.061,0,0.537,0.537,0,0,0,0,,,0.041,0,,,,1022.3738,27.7596,5.5633,34.7545,0.2703,2.5632
DAR20140117_1950,0,Darwin,130.76805,-12.4,2014-01-18T05:20:00Z,2014,1,18,05:20:00,2014-01-17T19:50:00Z,1.44399,,NRSDAR20140117_1950_000,6,0.49,0.29,1.4,,,1990.22,2264.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
