NRScode,Station,Latitude,Longitude,SampleDateLocal,Year,Month,Day,Time_24hr,SampleDateUTC,Centric diatom,Ciliate,Cyanobacteria,Dinoflagellate,Flagellate,Foraminifera,Pennate diatom,Radiozoa,Silicoflagellate
NRSPHB20170614,Port Hacking,-34.11923,151.22667,2017-06-15T08:52:00Z,2017,6,15,08:52:00,2017-06-14T22:52:00Z,144907613.746859,16891637.4382328,0,18447754.5050547,30499651.2833469,0,108040.201005025,13155.7370184255,411116.781825796
NRSMAI20170601,Maria Island,-42.59667,148.23333,2017-06-02T09:00:00Z,2017,6,2,09:00:00,2017-06-01T23:00:00Z,7696895.5,8872782.81953125,0,49852975.4129167,64402595,0,1434312.5,0,131023.9379375
NRSYON20170528,Yongala,-19.30847,147.61842,2017-05-29T08:11:00Z,2017,5,29,08:11:00,2017-05-28T22:11:00Z,24402479.0133201,3342094.91732804,0,8395335.30854119,23241354.5918367,0,94149276.831746,0,0
NRSROT20170523,Rottnest Island,-32,115.41667,2017-05-23T09:53:00Z,2017,5,23,09:53:00,2017-05-23T01:53:00Z,550103254.880522,5053772.38420307,0,28044071.9755895,9077641.00785945,0,10939736.8956311,25417.3948220065,198573.397046926
NRSKAI20170518,Kangaroo Island,-35.83217,136.44733,2017-05-18T11:15:00Z,2017,5,18,11:15:00,2017-05-18T01:45:00Z,1465127.60738965,847607.202970297,3746754.32617574,8754978.86468647,1684846.12211221,0,92636.1386138614,0,101252.771761551
NRSPHB20170517,Port Hacking,-34.11923,151.22667,2017-05-18T09:45:00Z,2017,5,18,09:45:00,2017-05-17T23:45:00Z,235619.25,0,0,11474068.426875,3436114.0625,0,0,0,0
NRSDAR20170516,Darwin,-12.4,130.76805,2017-05-17T08:47:00Z,2017,5,17,08:47:00,2017-05-16T23:17:00Z,243492619.944307,6733309.32214315,712819.51320132,4036580.26006601,0,0,7565661.83333333,0,101252.771761551
NRSNSI20170516,North Stradbroke,-27.345,153.562,2017-05-16T10:20:00Z,2017,5,16,10:20:00,2017-05-16T00:20:00Z,12070535.7932921,124547.653028861,0,1210058.94533371,3175965.15223597,0,57088.4871550904,0,0
NRSROT20170428,Rottnest Island,-32,115.41667,2017-04-28T09:52:00Z,2017,4,28,09:52:00,2017-04-28T01:52:00Z,49845562.3628289,8118989.24415205,0,83176285.4168755,37891984.6491228,0,6939174.47368421,36743.7426900585,861181.469298246
NRSYON20170426,Yongala,-19.30847,147.61842,2017-04-26T10:20:00Z,2017,4,26,10:20:00,2017-04-26T00:20:00Z,3126279091.87861,1739205.77345522,3602810.6747449,6800366.92517007,21905644.5578231,0,28230447.845805,0,6261140.78443878
NRSNSI20170424,North Stradbroke,-27.345,153.562,2017-04-24T11:00:00Z,2017,4,24,11:00:00,2017-04-24T01:00:00Z,312996583.650089,2394340.37857143,41223943.98,28183353.4895238,25961750.6944444,0,1277285.71428571,0,0
NRSMAI20170412,Maria Island,-42.59667,148.23333,2017-04-12T10:15:00Z,2017,4,12,10:15:00,2017-04-12T00:15:00Z,36316125.9020833,13635373.2638889,0,177652977.816235,43686523.904321,0,1762962.96296296,0,0
NRSROT20170407,Rottnest Island,-32,115.41667,2017-04-07T09:28:00Z,2017,4,7,09:28:00,2017-04-07T01:28:00Z,752824644.032708,2965693.68489583,0,645465.845416667,6512254.27083333,0,1982018.72,13089.9583333333,818122.395833333
NRSROT20170331,Rottnest Island,-32,115.41667,2017-03-31T10:24:00Z,2017,3,31,10:24:00,2017-03-31T02:24:00Z,1867420624.14385,15358884.4444444,0,124666.26984127,13263105.9303351,0,5858879.94047619,0,1038885.58201058
NRSMAI20170323,Maria Island,-42.59667,148.23333,2017-03-24T09:30:00Z,2017,3,24,09:30:00,2017-03-23T22:30:00Z,23773642.8424357,14630102.0337033,0,3024521.79268672,14440701.3468653,0,2558357.47663551,0,0
NRSYON20170322,Yongala,-19.30847,147.61842,2017-03-22T12:00:00Z,2017,3,22,12:00:00,2017-03-22T02:00:00Z,2739029025.14246,38499877.4509804,0,1407432.32,16580613.8888889,0,7488970.58823529,0,0
NRSPHB20170321,Port Hacking,-34.11923,151.22667,2017-03-22T09:21:00Z,2017,3,22,09:21:00,2017-03-21T22:21:00Z,2673828.19293333,1047196.66666667,0,2563537.44,8700371.70583333,0,3196000,0,0
NRSKAI20170315,Kangaroo Island,-35.83217,136.44733,2017-03-15T12:27:00Z,2017,3,15,12:27:00,2017-03-15T01:57:00Z,4170828.88007812,2287993.81708333,0,4188145.25870833,9981093.22916667,0,120000,0,0
NRSROT20170303,Rottnest Island,-32,115.41667,2017-03-03T10:30:00Z,2017,3,3,10:30:00,2017-03-03T02:30:00Z,103637833.603242,1590368.76947041,5872130.8411215,616748.5041166,25603189.5304851,0,1046328.81619938,0,95575.0462422118
NRSMAI20170223,Maria Island,-42.59667,148.23333,2017-02-24T08:50:00Z,2017,2,24,08:50:00,2017-02-23T21:50:00Z,125656924.12125,8377573.33333333,0,18402177.584,187677277.604167,0,22212385,0,0
NRSYON20170220,Yongala,-19.30847,147.61842,2017-02-20T10:29:00Z,2017,2,20,10:29:00,2017-02-20T00:29:00Z,460936702.791667,0,286277.38875,12901113.8677778,8083049.27083333,0,11372500,0,0
NRSNSI20170217,North Stradbroke,-27.345,153.562,2017-02-17T10:30:00Z,2017,2,17,10:30:00,2017-02-17T00:30:00Z,465039052.714691,93411.9092331768,17526089.9028169,13234894.285133,4209681.43583725,0,727252.64084507,0,0
NRSPHB20170205,Port Hacking,-34.11923,151.22667,2017-02-06T10:49:00Z,2017,2,6,10:49:00,2017-02-05T23:49:00Z,5379972.875,0,572554.7775,16547670.8270833,10326522.6851852,0,11808673.75,0,0
NRSDAR20170203_0630,Darwin,-12.4,130.76805,2017-02-03T16:00:00Z,2017,2,3,16:00:00,2017-02-03T06:30:00Z,2205630777661.85,13769909.6739792,1047196.66666667,2214899.48975,0,0,46266250,0,0
NRSDAR20170203_0330,Darwin,-12.4,130.76805,2017-02-03T13:00:00Z,2017,2,3,13:00:00,2017-02-03T03:30:00Z,0,0,0,0,0,0,0,0,0
NRSDAR20170203_0030,Darwin,-12.4,130.76805,2017-02-03T10:00:00Z,2017,2,3,10:00:00,2017-02-03T00:30:00Z,0,0,0,0,0,0,0,0,0
NRSDAR20170202_2130,Darwin,-12.4,130.76805,2017-02-03T07:00:00Z,2017,2,3,07:00:00,2017-02-02T21:30:00Z,0,0,0,0,0,0,0,0,0
NRSROT20170120,Rottnest Island,-32,115.41667,2017-01-20T10:20:00Z,2017,1,20,10:20:00,2017-01-20T02:20:00Z,5664211.9702381,1246662.6984127,0,6916434.78428571,6705954.48759921,0,59523.8095238095,0,584373.139880953
NRSYON20170120,Yongala,-19.30847,147.61842,2017-01-20T10:00:00Z,2017,1,20,10:00:00,2017-01-20T00:00:00Z,7931616337.65506,0,27394965.430622,36061756.556796,16197170.6649832,0,10763147.9266348,0,0
NRSNSI20170117,North Stradbroke,-27.345,153.562,2017-01-17T10:30:00Z,2017,1,17,10:30:00,2017-01-17T00:30:00Z,46248389.6387056,0,32558094.4792648,1148856.66352498,2251571.53235941,0,1511902.29343387,0,0
NRSMAI20170104,Maria Island,-42.59667,148.23333,2017-01-05T09:45:00Z,2017,1,5,09:45:00,2017-01-04T22:45:00Z,185390490.652473,8150757.43992674,0,4601997.81291209,10132131.2099359,0,129120.879120879,0,0
NRSNSI20161215,North Stradbroke,-27.345,153.562,2016-12-15T10:15:00Z,2016,12,15,10:15:00,2016-12-15T00:15:00Z,3522226378.61733,0,0,7625636.35624063,9899438.62395633,0,19910083.4938985,0,0
NRSROT20161214,Rottnest Island,-32,115.41667,2016-12-14T09:35:00Z,2016,12,14,09:35:00,2016-12-14T01:35:00Z,913737001.159754,0,0,6434388.12083973,0,0,460829.493087558,0,1256716.42985151
NRSYON20161207,Yongala,-19.30847,147.61842,2016-12-07T10:15:00Z,2016,12,7,10:15:00,2016-12-07T00:15:00Z,567821276.760964,6931541.99869792,57599010.6165,20718234.8938596,9438548.90350877,0,6375663.7525,0,0
NRSPHB20161204,Port Hacking,-34.11923,151.22667,2016-12-05T09:45:00Z,2016,12,5,09:45:00,2016-12-04T22:45:00Z,74480103.9535156,4188786.66666667,0,689804361.722667,6806778.33333333,0,2329598.59375,0,511326.497395833
NRSKAI20161118,Kangaroo Island,-35.83217,136.44733,2016-11-18T12:45:00Z,2016,11,18,12:45:00,2016-11-18T02:15:00Z,176714.4375,1242106.14625,0,11799366.9814167,43442299.21875,0,0,0,102265.299479167
NRSMAI20161117,Maria Island,-42.59667,148.23333,2016-11-18T09:10:00Z,2016,11,18,09:10:00,2016-11-17T22:10:00Z,892245883.228135,5737701.02071865,0,56561770320.0042,19289975.0659404,0,2866972.47706422,0,0
NRSNSI20161116,North Stradbroke,-27.345,153.562,2016-11-16T10:15:00Z,2016,11,16,10:15:00,2016-11-16T00:15:00Z,372492435.81875,0,1545897.89925,2231785.536,2617991.66666667,0,245000,0,0
NRSROT20161114,Rottnest Island,-32,115.41667,2016-11-14T09:45:00Z,2016,11,14,09:45:00,2016-11-14T01:45:00Z,19762998.1986198,1832594.16666667,5864301.33333333,2068737.015,2585266.77083333,0,629143.666666667,5235.98333333333,0
NRSYON20161108,Yongala,-19.30847,147.61842,2016-11-08T10:50:00Z,2016,11,8,10:50:00,2016-11-08T00:50:00Z,227537737.807607,17373944.6969697,8894256.46645623,3493564.43518519,6511923.71632997,0,2703749.0530303,0,0
NRSDAR20161107,Darwin,-12.4,130.76805,2016-11-08T08:11:00Z,2016,11,8,08:11:00,2016-11-07T22:41:00Z,58485366.8092105,269119.209155702,440924.912280702,2582938.13614035,0,0,31965789.4736842,0,0
NRSPHB20161030,Port Hacking,-34.11923,151.22667,2016-10-31T09:35:00Z,2016,10,31,09:35:00,2016-10-30T22:35:00Z,347103067.178699,0,0,6434388.12083973,8788972.02380952,0,460829.493087558,0,1256716.42985151
NRSROT20161024,Rottnest Island,-32,115.41667,2016-10-24T09:35:00Z,2016,10,24,09:35:00,2016-10-24T01:35:00Z,181867901.736,4991089.84785417,6702058.66666667,895957.301923077,13845148.2371795,0,171642.645125,0,204530.598958333
NRSNSI20161019,North Stradbroke,-27.345,153.562,2016-10-20T09:40:00Z,2016,10,20,09:40:00,2016-10-19T23:40:00Z,120291323.231156,0,2302253.97822446,3988608.9721943,5229405.46482412,0,4275367.46231156,0,0
NRSYON20161012,Yongala,-19.30847,147.61842,2016-10-12T10:26:00Z,2016,10,12,10:26:00,2016-10-12T00:26:00Z,653818978.595653,0,8299434.29634354,15165331.1557823,8181223.95833333,0,11018436.5178571,0,0
NRSROT20161004,Rottnest Island,-32,115.41667,2016-10-04T10:38:00Z,2016,10,4,10:38:00,2016-10-04T02:38:00Z,125974016.192818,447558.173366834,0,8529022.17788945,48018440.1172529,0,31376035.2349246,0,205558.390912898
NRSYON20160927,Yongala,-19.30847,147.61842,2016-09-27T10:33:00Z,2016,9,27,10:33:00,2016-09-27T00:33:00Z,68665307.2063542,27580542.2083333,0,37976096.4170477,23511579.0064103,0,618750,0,0
NRSMAI20160927,Maria Island,-42.59667,148.23333,2016-09-27T10:10:00Z,2016,9,27,10:10:00,2016-09-27T00:10:00Z,14639583.9026562,3141590,0,6561843712.66011,18040406.0422222,0,205000,0,0
NRSPHB20160926,Port Hacking,-34.11923,151.22667,2016-09-27T09:54:00Z,2016,9,27,09:54:00,2016-09-26T23:54:00Z,188403573.942292,5294161.65314583,2902730.9853125,12050955.9805833,8481769.40166666,0,460312.5,0,102265.299479167
NRSNSI20160920,North Stradbroke,-27.345,153.562,2016-09-20T10:15:00Z,2016,9,20,10:15:00,2016-09-20T00:15:00Z,0,0,182790.081225442,5127997.60633595,2475262.25851342,0,4911.59135559921,0,0
NRSKAI20160915,Kangaroo Island,-35.83217,136.44733,2016-09-15T11:18:00Z,2016,9,15,11:18:00,2016-09-15T01:48:00Z,18877306.5782828,661109.006734007,0,14002817.0986994,11635518.5185185,0,0,0,206596.564604377
NRSMAI20160831,Maria Island,-42.59667,148.23333,2016-08-31T10:26:00Z,2016,8,31,10:26:00,2016-08-31T00:26:00Z,921118528.249498,0,0,8466709.26815241,11591341.6082555,0,15708123.6520489,0,0
NRSPHB20160829,Port Hacking,-34.11923,151.22667,2016-08-30T09:20:00Z,2016,8,30,09:20:00,2016-08-29T23:20:00Z,20911208.4375,5648827.52920833,0,10788089.1604167,21818342.55,0,0,5235.98333333333,0
NRSYON20160823,Yongala,-19.30847,147.61842,2016-08-23T10:19:00Z,2016,8,23,10:19:00,2016-08-23T00:19:00Z,84318581.6053922,1522798.48611111,769997.549019608,4990302.78202614,16469392.0206972,0,3906250,0,0
NRSNSI20160822,North Stradbroke,-27.345,153.562,2016-08-22T10:50:00Z,2016,8,22,10:50:00,2016-08-22T00:50:00Z,154682518.92653,62691.3713282248,2507654.85312899,4199218.51085568,4875006.41722542,0,1064236.11111111,0,0
NRSYON20160725,Yongala,-19.30847,147.61842,2016-07-25T10:25:00Z,2016,7,25,10:25:00,2016-07-25T00:25:00Z,47733711.15875,4031707.16666667,14714937.0341944,9625343.06822222,7363101.5625,0,819365.416666667,0,136353.732638889
NRSDAR20160724_0730,Darwin,-12.4,130.76805,2016-07-24T17:00:00Z,2016,7,24,17:00:00,2016-07-24T07:30:00Z,506621762.484167,3977645.63875,785397.5,1518430.66133333,0,0,13046498.4375,0,102265.299479167
NRSDAR20160724_0430,Darwin,-12.4,130.76805,2016-07-24T14:00:00Z,2016,7,24,14:00:00,2016-07-24T04:30:00Z,0,0,0,0,0,0,0,0,0
NRSDAR20160724_0130,Darwin,-12.4,130.76805,2016-07-24T11:01:00Z,2016,7,24,11:01:00,2016-07-24T01:31:00Z,0,0,0,0,0,0,0,0,0
NRSDAR20160723,Darwin,-12.4,130.76805,2016-07-24T08:00:00Z,2016,7,24,08:00:00,2016-07-23T22:30:00Z,0,0,0,0,0,0,0,0,0
NRSMAI20160720,Maria Island,-42.59667,148.23333,2016-07-21T09:30:00Z,2016,7,21,09:30:00,2016-07-20T23:30:00Z,6587385,2943538.93041667,0,4111473.6327619,16630231.0642857,0,230625,0,102265.299479167
NRSPHB20160719,Port Hacking,-34.11923,151.22667,2016-07-19T10:19:00Z,2016,7,19,10:19:00,2016-07-19T00:19:00Z,137909934.415813,8119243.005625,0,10768977.2756291,12206386.1458333,0,1008285.29640625,0,306795.8984375
NRSMAI20160630,Maria Island,-42.59667,148.23333,2016-07-01T09:30:00Z,2016,7,1,09:30:00,2016-06-30T23:30:00Z,3655838.36309524,4738084.95152778,0,1439258.82097595,24933253.968254,0,49107.1428571429,0,97395.5233134921
NRSYON20160624,Yongala,-19.30847,147.61842,2016-06-24T10:00:00Z,2016,6,24,10:00:00,2016-06-24T00:00:00Z,14079532.8718593,4736065.32663317,2387667.60081658,3457643.42613065,19240265.3894472,0,300496.381909548,0,0
NRSNSI20160623,North Stradbroke,-27.345,153.562,2016-06-23T10:30:00Z,2016,6,23,10:30:00,2016-06-23T00:30:00Z,194506284.168632,0,0,9627170.39347484,3365107.21305031,0,1262130.45400943,0,0
NRSROT20160621,Rottnest Island,-32,115.41667,2016-06-21T09:26:00Z,2016,6,21,09:26:00,2016-06-21T01:26:00Z,145424113.833611,4070881.04863889,0,11687378.0245556,16075123.33125,0,4851244.24708333,0,409061.197916667
NRSPHB20160615,Port Hacking,-34.11923,151.22667,2016-06-15T11:06:00Z,2016,6,15,11:06:00,2016-06-15T01:06:00Z,207298216.702725,1601823.43723333,0,25360015.6727448,12566360,0,4550596.25,0,327248.958333333
NRSYON20160601,Yongala,-19.30847,147.61842,2016-06-01T10:46:00Z,2016,6,1,10:46:00,2016-06-01T00:46:00Z,39624282.31633,4211264.37289562,0,579343.044781145,11304964.0151515,0,23713990.334596,0,0
NRSMAI20160530,Maria Island,-42.59667,148.23333,2016-05-31T09:45:00Z,2016,5,31,09:45:00,2016-05-30T23:45:00Z,83929540.34375,3144901.75945833,0,5354447.45625,19765837.0833333,0,30000,0,102265.299479167
NRSDAR20160530,Darwin,-12.4,130.76805,2016-05-31T07:50:00Z,2016,5,31,07:50:00,2016-05-30T22:20:00Z,200262379.778333,1691397.14944444,4188786.66666667,136484.632222222,0,0,9187254.92,0,0
NRSROT20160527,Rottnest Island,-32,115.41667,2016-05-27T09:30:00Z,2016,5,27,09:30:00,2016-05-27T01:30:00Z,342787672.874002,12739236.1436429,347813.649883178,11222204.7832555,91017875.1173092,0,2975196.18136682,0,1146900.55490654
NRSKAI20160525,Kangaroo Island,-35.83217,136.44733,2016-05-26T07:35:00Z,2016,5,26,07:35:00,2016-05-25T22:05:00Z,60847493.21625,45730829.724125,0,10398645.3047083,8148499.0625,0,22500,0,2147571.2890625
NRSNSI20160517,North Stradbroke,-27.345,153.562,2016-05-17T10:30:00Z,2016,5,17,10:30:00,2016-05-17T00:30:00Z,261886433.055556,0,7008674.30084746,5374722.1007533,5217905.55032434,0,1116113.46516008,0,0
NRSYON20160503,Yongala,-19.30847,147.61842,2016-05-03T10:01:00Z,2016,5,3,10:01:00,2016-05-03T00:01:00Z,639909709.260307,36725370.8187134,20439901.0429825,8309229.97192982,10161941.3377193,0,4226734.21052632,0,0
NRSPHB20160502,Port Hacking,-34.11923,151.22667,2016-05-03T09:14:00Z,2016,5,3,09:14:00,2016-05-02T23:14:00Z,3355373.56325521,654497.916666667,0,2916311.81708333,17457292.0316667,0,344762.03125,0,0
NRSROT20160502,Rottnest Island,-32,115.41667,2016-05-02T09:44:00Z,2016,5,2,09:44:00,2016-05-02T01:44:00Z,97941312.2428571,2230048.93486111,0,6304697.3981746,28735575.1984127,0,1938988.0952381,0,779164.186507937
NRSMAI20160428,Maria Island,-42.59667,148.23333,2016-04-28T10:47:00Z,2016,4,28,10:47:00,2016-04-28T00:47:00Z,575169606.663929,353428.875,19004680.2469136,618313287.549719,36911919.5426487,0,14887412.037037,0,2272562.21064815
NRSROT20160413,Rottnest Island,-32,115.41667,2016-04-13T09:30:00Z,2016,4,13,09:30:00,2016-04-13T01:30:00Z,848032822.292075,7650353.42592593,0,2012260.26143791,18086921.5941585,0,22226598.0392157,0,307464.299087691
NRSNSI20160412,North Stradbroke,-27.345,153.562,2016-04-12T10:45:00Z,2016,4,12,10:45:00,2016-04-12T00:45:00Z,27434432.4044976,0,2506493.71013133,3583093.61628037,9455223.18636648,0,4280800.5003127,0,0
NRSPHB20160407,Port Hacking,-34.11923,151.22667,2016-04-08T09:13:00Z,2016,4,8,09:13:00,2016-04-07T23:13:00Z,275896824.140217,9785369.89565217,0,45837294.0952381,27226462.9006211,0,5947826.08695652,0,0
NRSROT20160324,Rottnest Island,-32,115.41667,2016-03-24T09:47:00Z,2016,3,24,09:47:00,2016-03-24T01:47:00Z,7001257.71428571,3365989.28571429,1090580.52857143,1077116.57142857,13791206.1011905,0,6293596.03174603,0,389582.093253968
NRSMAI20160321,Maria Island,-42.59667,148.23333,2016-03-22T10:11:00Z,2016,3,22,10:11:00,2016-03-21T23:11:00Z,388903149.779597,4638674.55501618,0,1922214606.35198,75246079.254315,0,245206.310679612,0,195447.057483819
NRSYON20160321,Yongala,-19.30847,147.61842,2016-03-21T10:31:00Z,2016,3,21,10:31:00,2016-03-21T00:31:00Z,161461108.438648,6559054.390681,16256426.2917787,13065185.9390681,10837922.4910394,0,41106070.0729167,0,219925.375224014
NRSNSI20160318,North Stradbroke,-27.345,153.562,2016-03-18T10:30:00Z,2016,3,18,10:30:00,2016-03-18T00:30:00Z,1435080300.28987,23058319.9747839,2682949.21627891,2942877.55644588,7198848.36295229,0,5634825.80070758,0,0
NRSMAI20160303,Maria Island,-42.59667,148.23333,2016-03-04T10:15:00Z,2016,3,4,10:15:00,2016-03-03T23:15:00Z,886402014.089462,2999252.58899676,0,1948445127.22168,19814130.1334951,0,1100970.87378641,0,0
NRSPHB20160229,Port Hacking,-34.11923,151.22667,2016-03-01T09:00:00Z,2016,3,1,09:00:00,2016-02-29T22:00:00Z,230874839.082524,0,0,5787667.88794498,15854100.0202265,0,1184466.01941748,0,0
NRSKAI20160223,Kangaroo Island,-35.83217,136.44733,2016-02-24T07:55:00Z,2016,2,24,07:55:00,2016-02-23T21:25:00Z,2016870.27912621,92646.4041262136,0,23892554.4718447,5856591.39023733,0,1032766.99029126,0,0
NRSROT20160223,Rottnest Island,-32,115.41667,2016-02-23T08:57:00Z,2016,2,23,08:57:00,2016-02-23T00:57:00Z,423711006.008463,4313547.73975496,132724.545838614,4035091.64258555,16735735.7018378,0,2652942.54330376,16590.5682298268,0
NRSYON20160215,Yongala,-19.30847,147.61842,2016-02-15T10:18:00Z,2016,2,15,10:18:00,2016-02-15T00:18:00Z,346169316.330135,9824079.84006734,17552563.1284091,7926326.76969697,5553315.65656566,0,1254431.17424242,26444.3602693603,0
NRSMAI20160209,Maria Island,-42.59667,148.23333,2016-02-10T10:45:00Z,2016,2,10,10:45:00,2016-02-09T23:45:00Z,5678311.18851675,504577.18335327,0,3176287.78429027,36505576.430622,0,62200.956937799,0,0
NRSDAR20160202_0630,Darwin,-12.4,130.76805,2016-02-02T16:00:00Z,2016,2,2,16:00:00,2016-02-02T06:30:00Z,218464344.187336,1657209.39335526,82673.4210526316,107751.025438596,410487.314429825,0,18261739.1793421,0,0
NRSDAR20160202_0330,Darwin,-12.4,130.76805,2016-02-02T13:00:00Z,2016,2,2,13:00:00,2016-02-02T03:30:00Z,0,0,0,0,0,0,0,0,0
NRSPHB20160201,Port Hacking,-34.11923,151.22667,2016-02-02T10:52:00Z,2016,2,2,10:52:00,2016-02-01T23:52:00Z,14428556.1724405,1770261.03174603,0,27292288.8592063,13650956.547619,0,393452.380952381,0,0
NRSDAR20160202_0030,Darwin,-12.4,130.76805,2016-02-02T10:00:00Z,2016,2,2,10:00:00,2016-02-02T00:30:00Z,0,0,0,0,0,0,0,0,0
NRSDAR20160201_2130,Darwin,-12.4,130.76805,2016-02-02T07:00:00Z,2016,2,2,07:00:00,2016-02-01T21:30:00Z,0,0,0,0,0,0,0,0,0
NRSYON20160122,Yongala,-19.30847,147.61842,2016-01-22T10:39:00Z,2016,1,22,10:39:00,2016-01-22T00:39:00Z,119694906.248958,4712385,7185562.457625,8307070.81775,4843284.58333333,0,444762.03125,0,0
NRSNSI20160120,North Stradbroke,-27.345,153.562,2016-01-20T10:30:00Z,2016,1,20,10:30:00,2016-01-20T00:30:00Z,406056443.572736,310062.905823074,4542829.5478157,16868988.7104047,8125892.00885668,0,8165809.56833411,0,0
NRSMAI20151216,Maria Island,-42.59667,148.23333,2015-12-17T09:35:00Z,2015,12,17,09:35:00,2015-12-16T22:35:00Z,47471977.441875,29731372.8970208,0,20807038.5490833,7406625.67395833,0,1376221.25,0,0
NRSNSI20151216,North Stradbroke,-27.345,153.562,2015-12-16T10:30:00Z,2015,12,16,10:30:00,2015-12-16T00:30:00Z,39816955.3196565,0,2677021.38334924,3558969.81647583,2622987.83396947,0,174141.221374046,0,0
NRSROT20151215,Rottnest Island,-32,115.41667,2015-12-15T08:22:00Z,2015,12,15,08:22:00,2015-12-15T00:22:00Z,165587972.916667,1954330.77916667,1903744.6351875,5820737.952,5825031.45833333,0,37500,0,0
NRSYON20151203,Yongala,-19.30847,147.61842,2015-12-03T11:00:00Z,2015,12,3,11:00:00,2015-12-03T01:00:00Z,179031428.985001,6558095.35738143,78425599.7922094,3286392.74549098,3836485.78406814,0,302029.358717435,0,0
NRSMAI20151118,Maria Island,-42.59667,148.23333,2015-11-19T10:45:00Z,2015,11,19,10:45:00,2015-11-18T23:45:00Z,4433347994.45313,41887866.6666667,0,14903202563.6178,25852667.7083333,0,4500000,0,4090611.97916667
NRSNSI20151119,North Stradbroke,-27.345,153.562,2015-11-19T10:24:00Z,2015,11,19,10:24:00,2015-11-19T00:24:00Z,105698.355140187,0,0,1127449.12149533,4801690.32320872,0,913551.401869159,0,0
NRSDAR20151117,Darwin,-12.4,130.76805,2015-11-18T08:16:00Z,2015,11,18,08:16:00,2015-11-17T22:46:00Z,438530295.632979,6261682.52853502,3213229.67089982,5905673.95695922,0,0,30476136.5800532,0,0
NRSKAI20151116,Kangaroo Island,-35.83217,136.44733,2015-11-17T09:50:00Z,2015,11,17,09:50:00,2015-11-16T23:20:00Z,19083197.0283548,426155.106090055,0,654904764.402241,45148907.3068513,0,672752.216958212,0,0
NRSPHB20151115,Port Hacking,-34.11923,151.22667,2015-11-16T09:33:00Z,2015,11,16,09:33:00,2015-11-15T22:33:00Z,8750437893.72896,2644436.02693603,0,177329533.319865,9343673.96184063,0,54160697.6010101,0,0
NRSYON20151111,Yongala,-19.30847,147.61842,2015-11-11T10:45:00Z,2015,11,11,10:45:00,2015-11-11T00:45:00Z,75743342.20125,6675878.75,1860803.026875,3538602.27626961,8546972.79411765,0,108125,0,0
NRSNSI20151027,North Stradbroke,-27.345,153.562,2015-10-27T10:50:00Z,2015,10,27,10:50:00,2015-10-27T00:50:00Z,87145713.8003731,49494.3698175788,0,1356666.72636816,6838037.93532338,0,3808075.24875622,0,0
NRSYON20151027,Yongala,-19.30847,147.61842,2015-10-27T10:10:00Z,2015,10,27,10:10:00,2015-10-27T00:10:00Z,109459703.706307,663118.456602499,2102848.09365502,5387136.89474939,12170174.0270576,0,321998.480243161,0,0
NRSROT20151022,Rottnest Island,-32,115.41667,2015-10-22T09:36:00Z,2015,10,22,09:36:00,2015-10-22T01:36:00Z,0,3926987.5,0,709629.741176471,23484925.245098,0,1e+05,0,0
NRSPHB20151013,Port Hacking,-34.11923,151.22667,2015-10-14T09:42:00Z,2015,10,14,09:42:00,2015-10-13T22:42:00Z,33145615.2753906,1302581.75375,0,2276474.65375,8737547.1875,0,2439360.625,0,204530.598958333
NRSMAI20151001,Maria Island,-42.59667,148.23333,2015-10-01T11:05:00Z,2015,10,1,11:05:00,2015-10-01T01:05:00Z,9761918.23932292,10950070.8498125,0,11797040503.1221,116744429.640625,0,2560000,0,0
NRSROT20150924,Rottnest Island,-32,115.41667,2015-09-24T10:08:00Z,2015,9,24,10:08:00,2015-09-24T02:08:00Z,99881528.0732031,802283.54625,0,3156654.67204762,5913856.17559524,0,2655074.53125,0,204530.598958333
NRSYON20150923,Yongala,-19.30847,147.61842,2015-09-23T13:11:00Z,2015,9,23,13:11:00,2015-09-23T03:11:00Z,414763216.491563,17108575.5416667,644124.1246875,5335938.25516667,15380701.0416667,0,2494819.18875,0,0
NRSKAI20150909,Kangaroo Island,-35.83217,136.44733,2015-09-09T12:50:00Z,2015,9,9,12:50:00,2015-09-09T03:20:00Z,17378770.7927189,1550829.50799663,0,11010373.8417508,8918525.77809343,0,25252.5252525253,0,103298.282302189
NRSNSI20150907,North Stradbroke,-27.345,153.562,2015-09-07T10:40:00Z,2015,9,7,10:40:00,2015-09-07T00:40:00Z,155565927.083481,731351.838699495,0,2920872.74801997,18142934.6734389,0,1228397.25378788,0,96842.1396583018
NRSROT20150827,Rottnest Island,-32,115.41667,2015-08-27T11:15:00Z,2015,8,27,11:15:00,2015-08-27T03:15:00Z,1160965736.72158,3152750.9118421,602689.239473684,4846375.85450405,16905654.6896086,44092.4912280702,1557996.05263158,0,538238.418311404
NRSYON20150825,Yongala,-19.30847,147.61842,2015-08-25T10:45:00Z,2015,8,25,10:45:00,2015-08-25T00:45:00Z,27174949.849375,3272489.58333333,0,2949671.0724359,11579578.525641,0,66562.5,0,0
NRSPHB20150819,Port Hacking,-34.11923,151.22667,2015-08-19T10:03:00Z,2015,8,19,10:03:00,2015-08-19T00:03:00Z,538548299.946071,4222127.41387302,0,40103579.9268571,15388492.6835317,0,263809.523809524,0,0
