NRScode,Station,Latitude,Longitude,SampleDateLocal,Year,Month,Day,Time_24hr,Acartia (Acanthacartia) fossae,Acartia (Acanthacartia) pietschmani,Acartia (Acanthacartia) sinjiensis,Acartia (Acanthacartia) tonsa,Acartia (Acartia) danae,Acartia (Acartia) negligens,Acartia (Acartiura) clausi,Acartia (Acartiura) simplex,Acartia (Acartiura) tranteri,Acartia (Odontacartia) australis,Acartia (Odontacartia) pacifica,Acrocalanus gibber,Acrocalanus gracilis,Acrocalanus longicornis,Acrocalanus monachus,Aetideus acutus,Agetus flaccus,Agetus limbatus,Agetus typicus,Amallothrix tenuiserrata,Bestiolina similis,Calanoides carinatus,Calanoides macrocarinatus,Calanoides patagoniensis,Calanopia aurivilli,Calanopia australica,Calanopia elliptica,Calanopia minor,Calanus australis,Calanus Australis,Calocalanus contractus,Calocalanus pavo,Calocalanus plumulosus,Calocalanus styliremis,Calocalanus tenuis,Candacia bipinnata,Candacia bradyi,Candacia catula,Candacia cheirura,Candacia discaudata,Candacia ethiopica,Candacia simplex,Candacia truncata,Candacia worthingtoni,Canthocalanus pauper,Centropages australiensis,Centropages bradyi,Centropages elegans,Centropages elongatus,Centropages furcatus,Centropages gracilis,Centropages orsinii,Clausocalanus arcuicornis,Clausocalanus brevipes,Clausocalanus farrani,Clausocalanus farrani/jobei,Clausocalanus furcatus,Clausocalanus ingens,Clausocalanus jobei,Clausocalanus mastigophorus,Clausocalanus minor,Clausocalanus parapergens,Clausocalanus paululus,Clausocalanus pergens,Clytemnestra farrani,Clytemnestra scutellata,Copilia hendorffi,Copilia mirabilis,Copilia quadrata,Corycaeus clausi,Corycaeus crassiusculus,Corycaeus speciosus,Corycaeus vitreus,Cosmocalanus darwinii,Ctenocalanus citer,Ctenocalanus vanus,Delibus nudus,Dioithona oculata,Dioithona rigida,Ditrichocorycaeus andrewsi,Ditrichocorycaeus anglicus,Ditrichocorycaeus asiaticus,Ditrichocorycaeus aucklandicus,Ditrichocorycaeus dahli,Ditrichocorycaeus erythraeus,Ditrichocorycaeus lubbocki,Ditrichocorycaeus minimus,Ditrichocorycaeus subtilis,Eucalanus elongatus,Eucalanus hyalinus,Euchaeta acuta,Euchaeta concinna,Euchaeta indica,Euchaeta longicornis,Euchaeta marina,Euchaeta marinella,Euchaeta rimana,Euchirella rostrata,Euchirella rostromagna,Euterpina acutifrons,Farranula carinata,Farranula concinna,Farranula curta,Farranula gibbula,Farranula gracilis,Farranula rostrata,Gladioferens inermis,Haloptilus longicornis,Heterorhabdus lobatus,Heterorhabdus papilliger,Labidocera acuta,Labidocera cervi,Labidocera farrani,Labidocera minuta,Labidocera pavo,Labidocera tasmanica,Lubbockia squillimana,Lucicutia flavicornis,Lucicutia gaussae,Macrosetella gracilis,Mecynocera clausi,Mesocalanus tenuicornis,Metacalanus aurivillii,Metridia lucens,Microsetella norvegica,Microsetella rosea,Nannocalanus minor,Neocalanus gracilis,Neocalanus tonsus,Oculosetella gracilis,Oithona atlantica,Oithona attenuata,Oithona australis,Oithona brevicornis,Oithona decipiens,Oithona decipiens/similis,Oithona fallax,Oithona longispina,Oithona nana,Oithona plumifera,Oithona robusta,Oithona setigera,Oithona similis,Oithona simplex,Oithona tenuis,Oncaea atlantica,Oncaea clevei,Oncaea media,Oncaea mediterranea,Oncaea minima,Oncaea paraclevei,Oncaea scottodicarloi,Oncaea venusta,Oncaea vodjanitskii,Oncaea waldemari,Oncaea zernovi,Onychocorycaeus agilis,Onychocorycaeus catus,Onychocorycaeus giesbrechti,Onychocorycaeus latus,Onychocorycaeus ovalis,Onychocorycaeus pacificus,Onychocorycaeus pumilus,Paracalanus aculeatus,Paracalanus denudatus,Paracalanus indicus,Paracalanus nanus,Paracalanus parvus,Pareucalanus attenuatus,Pareucalanus sewelli,Parundinella dakini,Parvocalanus crassirostris,Phaenna spinifera,Pleuromamma abdominalis,Pleuromamma borealis,Pleuromamma gracilis,Pleuromamma piseki,Pleuromamma quadrungulata,Pontella aculeata,Pontellopsis krameri,Pontellopsis macronyx,Pseudodiaptomus aurivillii,Pseudodiaptomus mertoni,Rhincalanus cornutus,Rhincalanus nasutus,Rhincalanus rostrifrons,Sapphirina angusta,Sapphirina nigromaculata,Sapphirina opalina,Sapphirina ovatolanceolata/,Sapphirina scarlata,Sapphirina stellata,Scaphocalanus curtus,Scaphocalanus echinatus,Scolecithricella dentata,Scolecithricella longifurca,Scolecithricella minor,Scolecithrix bradyi,Scolecithrix danae,Scolecitrichopsis ctenopus,Stephos maculosus,Subeucalanus crassus,Subeucalanus longiceps,Subeucalanus monachus,Subeucalanus mucronatus,Subeucalanus pileatus,Subeucalanus subcrassus,Subeucalanus subtenuis,Temora discaudata,Temora stylifera,Temora turbinata,Temoropia mayumbaensis,Tortanus (Tortanus) barbatus,Tortanus (Tortanus) gracilis,Triconia conifera,Triconia denticula,Triconia dentipes,Triconia umerus,Undinula vulgaris,Urocorycaeus furcifer,Urocorycaeus lautus,Urocorycaeus longistylis
NRSYON20111213,Yongala,-19.30847,147.61842,2011-12-13 12:55:00,2011,12,13,12:55:00,0,0,0,0,0,0,0,0,0,0,3.0225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.4049,0,0,0,0,0,0,0,0,0,0,6.045,0,0,51.3824,9.0675,0,0,0,15.1125,0,0,18.135,0,0,0,0,0,0,0,3.0225,0,0,6.045,0,0,0,0,0,3.0225,0,9.0675,0,0,0,0,0,21.1575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0225,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSPHB20111206,Port Hacking,-34.11923,151.22667,2011-12-07 09:30:00,2011,12,7,09:30:00,0,0,0,0,4.7151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4715,0,0.943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.886,0,0,0,0,0.4715,0.943,0,0,0,0,0,0,0,0,5.6581,0,11.3162,0,0,0,0.4715,0,0,0,0,0,0.4715,0,0,0,0,0,0,0.4715,0,0,0,0,0,0,0,0,0,0,6.6011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.943,0,0,0,0,0,0,0,0,0,0,0.4715,0,0,0,0,0,0,0,0,0
NRSESP20111130,Esperance,-33.93333,121.85,2011-11-30 14:38:00,2011,11,30,14:38:00,0,0,0,94.3018,0,0,0,0,0,0,0,0,7.8585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.717,0,0,15.717,70.7264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.0188,110.0188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.4434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.0094,15.717,0,0,0,0,0,0,0,102.1603,0,70.7264,0,0,0,23.5755,0,7.8585,0,0,0,0,0,0,0,0,0,0,7.8585,0,0,0,0,0,0,0,0,0,0,7.8585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8585,0,0,0,0,0,0,0,0,0,0,0
NRSROT20111122,Rottnest Island,-32,115.41667,2011-11-22 15:08:00,2011,11,22,15:08:00,0,0,0,102.1603,0,0,0,0,0,0,0,0,7.8585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.434,0,0,0,0,0,0,0,15.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267.1885,0,0,0,0,7.8585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.5755,7.8585,0,0,0,0,0,0,0,0,0,0,0,0,15.717,0,0,7.8585,0,0,0,0,0,7.8585,7.8585,0,0,7.8585,0,0,0,0,7.8585,0,0,0,0,0,0,0,0,31.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.2924,0,0,0,0,0,0,0,0,0,0,0
NRSPHB20111117,Port Hacking,-34.11923,151.22667,2011-11-18 09:36:00,2011,11,18,09:36:00,0,0,0,0,0,0,0,0,6.6565,0,0,0,0,0,0,0,0,0,0,0,2.0802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8321,0,0,0,0,0,0,0.416,0,0,0,0,0,0,0,0,0,0,0,5.4084,0.416,0,0.416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2481,0.416,0,0,0,0,2.9123,0,0,0,0,6.2406,0,0,2.0802,0,0,0.416,0,0,0,0,0,0.8321,0,0,0,0.416,0.416,0,0,0,0,0,0.416,0,0,0,0,1.2481,0,3.7444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416,0,0,0,0,0,0,0
NRSNSI20111116,North Stradbroke,-27.345,153.562,2011-11-16 10:00:00,2011,11,16,10:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.3786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2148,0,0,96.445,0,3.2148,0,0,0,0,9.6445,0,0,0,41.7928,0,6.4297,25.7187,3.2148,0,48.2225,0,12.8593,0,0,9.6445,3.2148,0,0,0,16.0742,0,0,0,0,0,0,3.2148,0,0,0,0,6.4297,0,6.4296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4297,0,0,0,0,0,0,0,0,12.8593,0,0,0,0,0,0,0,0,0,0,0
NRSKAI20111115,Kangaroo Island,-35.83217,136.44733,2011-11-15 11:30:00,2011,11,15,11:30:00,0,0,0,0,0,0,0,0,3.5364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0609,0,0,0,0,0,0,0,0,0,0,0.7073,0,0,0,0,0,0,0.7073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4754,0,0,0,0,0.7073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9509,0,0,0,0,0,1.0609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.157,0.3536,0,0,0,0,0.7073,0,0,0,0,8.1335,0,0,2.1218,0,0,0,0,0,0,0,0,3.5363,0,0,0,1.0609,1.0609,0,0,0,0.3536,0,0,0,0,0,0,0,0,5.6581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7072,0,0,0,0,0,0,0,0,0,0,0
NRSNIN20111107,Ningaloo,-21.99,113.779,2011-11-07 10:00:00,2011,11,7,10:00:00,0,0,0,3.5363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.2179,0,0,0,0,3.5363,0,0,14.1453,0,0,0,0,10.609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.609,10.609,0,0,0,0,14.1453,0,3.5363,0,0,0,0,0,60.1174,0,0,0,28.2905,10.609,7.0726,0,0,3.5363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.5085,0,21.2179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6089,0,3.5363,0,0,0,0,0,0,0,31.8268,0,0,0
NRSYON20111027,Yongala,-19.30847,147.61842,2011-10-27 13:44:00,2011,10,27,13:44:00,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.762,0,0,0,5.4405,0,0,0,0,0,0,32.643,0,0,0,0,10.881,0,0,21.762,0,0,0,16.3215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4405,0,0,0,0,0,0,10.881,32.643,5.4405,0,0,0,0,0,0,0,0,0,0,0,0,0,152.3337,0,0,0,10.881,0,0,0,0,0,0,0,0,0,0,0,0,0,21.762,0,0,0,0,0,0,59.8454,10.881,0,0,0,0,0,0,0,0,0,81.6073,0,0,5.4405,21.762,0,0,0,0,0,0,27.2024,0,0,0,0,0,0,0,0,0,0,5.4405,0,0,0,0,5.4405,5.4405,0,76.1668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4405,0,10.881,0,0,0,0,0,0,0,5.4405,0,0,0
NRSKAI20111026,Kangaroo Island,-35.83217,136.44733,2011-10-26 14:40:00,2011,10,26,14:40:00,0,0,0,0,0,0,0,0,1.4145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4145,0,0,0,0,0,0,0,0,0,2.8291,0,0,0,0,0,0,0,0,0,0,9.9017,0,0,0,0,0,0,1.4145,0,0,0,0,0,0,0,1.4145,0,0,0,1.4145,0,0,4.2436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4145,0,0,0,0,0,1.4145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4145,0,0,55.1666,1.4145,0,0,0,0,0,2.8291,0,0,0,12.7307,0,0,0,0,0,0,0,0,0,0,0,1.4145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1452,0,0,0,0,0,0,0,0,0,0,1.4145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8291,0,0,0,0,0,0,0,0,0,0,0
NRSMAI20111026,Maria Island,-42.59667,148.23333,2011-10-26 11:00:00,2011,10,26,11:00:00,0,0,0,0,1.4735,0,0,0,20.6286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.5224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3673,0,0,0,0,0,0,0,0,0,0,0,5.8939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8939,0,0,0,2.9469,0,0,0,0,0,7.3673,0,0,0,0,19.1551,0,0,0,0,0,0,0,0,0,0,0,1.4735,2.9469,0,0,0,1.4735,0,0,0,0,0,0,0,0,0,0,0,0,58.9386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSROT20111020,Rottnest Island,-32,115.41667,2011-10-20 12:00:00,2011,10,20,12:00:00,0,0,0,39.2925,0,0,0,0,0,0,0,0,15.717,0,0,0,7.8585,0,0,0,15.717,0,0,0,0,0,0,0,0,0,0,23.5755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.8679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.4339,0,0,0,0,0,0,133.5942,0,7.8585,0,0,7.8585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.2924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8585,15.717,0,0,0,70.7264,23.5755,0,0,0,0,0,0,0,7.8585,0,15.717,0,0,39.2924,15.717,0,0,0,0,0,0,0,0,0,0,0,15.717,7.8585,0,0,0,0,0,0,0,0,0,0,0,0,7.8585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSPHB20111018,Port Hacking,-34.11923,151.22667,2011-10-19 09:31:00,2011,10,19,09:31:00,0,0,0,0,0,0,0,0,116.6985,0,0,10.609,0,0,0,0,0,0,0,0,14.1453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5363,0,0,0,0,0,0,0,0,0,0,0,3.5363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.2179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5363,0,0,0,0,0,0,21.2179,7.0726,0,0,0,0,45.9721,0,0,0,0,38.8995,0,0,10.609,3.5363,0,3.5363,0,14.1453,0,0,0,3.5363,0,0,0,3.5363,0,0,0,0,0,0,0,0,0,0,0,0,0,21.2179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5363,0,0,0,0,0,0,0,0,0,0,0
NRSNSI20111013,North Stradbroke,-27.345,153.562,2011-10-13 10:30:00,2011,10,13,10:30:00,0,0,0,0,0,6.4297,0,0,0,0,0,0,0,6.4296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2148,0,0,0,6.4297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2148,0,0,12.8593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.2225,0,3.2148,0,3.2148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.289,0,0,0,0,0,3.2148,0,0,3.2148,0,19.289,0,0,32.1483,3.2148,0,12.8593,0,22.5038,6.4297,0,6.4297,9.6445,0,0,0,9.6445,0,0,3.2148,0,0,3.2148,0,0,0,0,0,16.0742,0,9.6445,0,0,0,0,0,6.4296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.7186,0,0,0,9.6445,0,0,0,0,0,0,0
NRSMAI20111005,Maria Island,-42.59667,148.23333,2011-10-05 12:24:00,2011,10,5,12:24:00,0,0,0,0,0,0,0,0,7.5778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8408,0,0,0,0,2.5259,1.263,0,0,0,0,11.3667,0,0,0,0,0,0,0,0,0,0,0,7.5778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.263,3.7889,0,0,0,3.7889,0,0,0,0,8.8408,1.263,0,0,0,17.6816,0,0,0,0,0,1.263,0,0,0,0,0,6.3149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3667,0,0,0,0,0,0,0,0,0,1.263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.263,0,0,0,0,0,0,0
NRSDAR20111005,Darwin,-12.4,130.76805,2011-10-05 09:31:00,2011,10,5,09:31:00,0,0,0,0,0,0,0,0,0,0,0.9823,2.9469,0,0,0,0,0,0,0,0,2.9469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.7347,0,0,0,0,0,0,19.6462,0,0,0,0,0,0,0,0,0,0,0,8.8408,0,0,1.9646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9823,0,0,0,0,0,0,0,46.1686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSROT20110923,Rottnest Island,-32,115.41667,2011-09-23 09:40:00,2011,9,23,09:40:00,0,0,3.9292,27.5047,0,3.9292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.1509,0,0,0,0,0,0,0,0,0,0,0,0,7.8585,0,0,0,0,0,0,0,0,0,0,0,23.5755,0,0,0,0,0,7.8585,0,0,3.9292,0,0,0,0,0,0,3.9292,0,0,3.9292,0,0,27.5047,0,0,0,0,11.7877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9292,0,0,3.9292,3.9292,0,0,0,31.4339,27.5047,0,0,0,0,0,0,0,0,0,0,0,0,39.2924,27.5047,0,0,0,0,0,0,3.9292,0,0,0,0,19.6462,27.5046,0,0,0,0,0,7.8585,0,0,0,0,0,0,110.0188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9292,0,19.6462,0,0,0,0,0,0,0,7.8585,0,0,0
NRSNSI20110915,North Stradbroke,-27.345,153.562,2011-09-15 11:10:00,2011,9,15,11:10:00,0,0,0,0,0,3.2148,0,0,0,0,0,3.2148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.9411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2148,0,0,9.6445,3.2148,0,0,38.578,0,3.2148,0,0,0,16.0742,0,0,0,0,41.7928,0,0,25.7187,6.4297,0,0,0,0,0,0,16.0742,0,0,0,0,0,12.8593,0,0,0,3.2148,3.2148,0,0,0,0,0,9.6445,0,41.7928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2148,0,0,0,0,0,0,0,0,9.6445,0,0,0,0,0,0,0,0,0,0,0
NRSPHB20110914,Port Hacking,-34.11923,151.22667,2011-09-15 09:43:00,2011,9,15,09:43:00,0,0,0,0,3.5363,0,0,0,1.7682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7682,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8841,0,0,0,0,0,0,2.6523,0,0,22.9861,0,0,0,0.8841,0,1.7682,0,0,0,0,0,0,0,0,0,0,0,0.8841,0,0,0,1.7682,0,0,6.1885,0.8841,0,0,0,0,9.7249,0,0,0,0,10.609,0,0,0,0.8841,0,0,0,0,0,0,0,4.4204,0,0,0,1.7682,0,0,2.6522,0,0,0,0,0,0,0,0,0,0,2.6522,0,0,0,0,0,0,0,0,0,0.8841,0.8841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7682,0,0,0,0,0,0,0,0,1.7682,0,0,0,1.7682,0,0,0,0,0,0,0
NRSYON20110908,Yongala,-19.30847,147.61842,2011-09-08 11:00:00,2011,9,8,11:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6012,0,0,0,0,0,0,0,0,0,0,0,13.6012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6012,13.6012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.8037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.2024,0,40.8036,0,0,0,0,163.2147,95.2086,0,0,0,0,0,0,0,0,0,0,0,0,13.6012,13.6012,0,40.8037,0,136.0122,0,0,190.4171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
