SAMPLE,SST,CHLA,DEPTHM
541,14.54708134,0.286135346,88
624,19.51499346029,0.199949935,108.088
244,23.68999947,0.324266821,104.6
31,15.869993541762,0.302302837,88
87,21.58999341391,0.633104742,63.8002
459,18.147493490856,0.546382964,44.6421
492,21.689993411675,0.35694167,63.8002
461,25.629993323609,0.154060483,63.8002
767,23.03195218,0.362953395,63.8002
48,24.749993343279,0.337141961,24.149
410,21.039993426204,0.313766986,111.042
464,22.564993392117,0.142423779,44.6421
686,27.599993279576,0.307578981,24.149
752,29.9527946,(null),16.6025
150,13.814993587695,0.845641494,88
558,22.982493382785,0.163083732,44.6421
674,26.984993293323,0.192936912,63.8002
870,21.579345,0.226820588,63.8002
757,20.74166163,0.192736313,44.6421
905,21.85763156,0.340320887,44.6421
902,22.42776309,1.141594671,63.8002
994,26.15980779,1.058563216,24.149
1020,28.70946151,0.276962231,24.149
896,28.33407966,(null),16.6025
1009,30.23292102,(null),16.6025
1010,16.50594712,(null),108.088
900,26.06575251,(null),63.8002
1046,22.66149859,(null),63.8002
1149,12.27127863,(null),88
1205,16.98953106,(null),88
1054,13.4501532,(null),88
1075,21.39430702,(null),63.8002
1078,20.86998503,(null),44.6421
1081,19.18165167,(null),44.6421
1084,23.76402418,(null),24.149
1141,18.74525721,(null),111.042
1148,26.34179885,(null),24.149
394,30.309993219003,1.645467281,16.6025
400,19.47226105,0.335772276,111.042
524,24.139993356913,0.229085743,24.149
681,25.279993331432,0.226483151,63.8002
351,15.3977547,0.529671311,108.088
218,23.37999948,0.312105566,104.6
75,14.814993565343,0.368861586,88
292,22.609993391111,0.729317665,63.8002
268,23.51999947,0.165321708,104.6
846,20.33331,0.580068707,44.6421
128,22.587493391614,0.244239539,44.6421
359,21.497493415978,0.359179676,44.6421
513,22.839993385971,0.391410232,111.042
831,20.113832,0.161458358,108.088
242,21.21999953,0.142835975,104.6
848,19.23832,0.513360202,44.6421
25,24.179993356019,0.18693389,595.598
9,24.269993354008,0.170614019,24.149
35,12.339993620664,0.490739793,88
47,19.319993464649,1.43824625,111.042
52,17.944993495382,0.323766619,108.088
57,23.732493366022,0.198149741,44.6421
65,27.869993273541,(null),16.6025
70,26.179993311316,0.145759225,24.149
79,18.029993493482,0.365136683,111.042
101,20.549993437156,0.6071226,63.8002
160,29.40999323912,(null),16.6025
181,19.489993460849,0.362508625,111.042
287,27.47499328237,0.284658968,63.8002
310,22.249993399158,0.226745829,24.149
370,31.119993200898,2.309886694,16.6025
374,25.019993337244,0.161592111,24.149
376,26.56499330271,0.143962085,63.8002
382,18.119993491471,0.459583253,111.042
393,19.894993451796,0.218573555,108.088
418,27.204993288405,2.460482836,16.6025
432,22.14913178,0.501161993,111.042
437,23.594993369095,0.304489255,595.598
467,30.499993214756,2.965517044,16.6025
488,22.909993384406,0.407104015,111.042
517,18.35064073,0.66032505,111.042
544,23.279993376136,0.684081078,111.042
552,30.804993207939,2.75117898,16.6025
618,23.149993379042,0.597185552,63.8002
633,28.749993253872,0.376515269,24.149
646,23.419993373007,0.203513563,24.149
647,18.269993488118,0.562505364,111.042
648,13.099993603677,1.060719728,88
663,16.434993529133,0.709790528,108.088
673,26.049993314222,0.160934806,63.8002
682,14.844993564673,0.592904687,88
697,13.349993598089,0.640820861,88
705,19.034993471019,0.408744246,44.6421
722,25.964993316121,1.96059823,16.6025
724,25.964993316121,1.96059823,16.6025
792,14.6618721,0.258439481,108.088
176,(null),0.144453749,108.088
120,17.5210808,0.325032651,108.088
821,22.4800061,0.192344457,44.6421
832,29.9565209,(null),16.6025
212,18.32999959,(null),104.6
217,21.02999953,0.923152804,104.6
249,18.56999958,0.416364223,104.6
251,22.82999949,0.246412933,104.6
256,23.20999948,(null),104.6
265,20.20999955,0.390887529,104.6
718,23.8769151,0.221033156,24.149
741,27.16202329,0.228563622,63.8002
750,24.94743414,0.36054036,63.8002
183,17.339993508905,0.631812036,111.042
438,21.23499162,0.162494764,44.6421
445,14.209993578866,0.46921289,88
463,20.567493436765,0.178406239,44.6421
701,20.487493438553,0.179010779,44.6421
723,25.964993316121,1.96059823,16.6025
834,18.062128,0.555358648,88
823,21.9500392,0.186199978,44.6421
842,13.4647005,0.572728336,88
863,17.56832,0.267296225,44.6421
109,20.629993435368,1.42231214,111.042
131,21.554993414693,0.610418081,63.8002
560,23.379993373901,0.229325294,111.042
729,19.509993460402,0.393170595,111.042
791,26.6513285,1.570851564,16.6025
213,19.49999956,0.301633358,104.6
269,23.43999948,0.285892069,104.6
20,28.9238821,0.226107568,24.149
769,17.6779797,0.418162107,108.088
643,12.819993609935,0.35392192,88
753,19.68584699,0.225134775,108.088
240,19.30999957,0.56776011,104.6
754,18.03979743,0.708364785,88
300,21.00413863,0.338460654,63.8002
862,18.86665,0.602442205,44.6421
727,23.28005378,0.239374548,63.8002
27,20.219993444532,(null),49.3207
630,25.139993334562,0.372076869,24.149
737,18.12163311,0.520623446,88
163,20.884993429668,0.169659153,44.6421
468,30.499993214756,2.965517044,16.6025
766,23.68016977,0.311142862,63.8002
173,22.609993391111,0.256207317,24.149
916,11.79339999,0.694769286,88
980,13.03999996,0.552185476,108.088
1011,19.10834997,0.19443611,108.088
910,19.28025005,0.177105757,108.088
903,20.93500001,2.798679795,111.042
1013,21.17186255,0.939027584,111.042
976,25.75833299,4.268196901,16.6025
1022,29.28499975,0.611658543,24.149
1021,30.0986001,1.522802479,24.149
1001,13.9496996,(null),88
1002,25.40921293,(null),63.8002
881,27.92992882,(null),24.149
892,29.64597503,(null),16.6025
893,29.64597503,(null),16.6025
1090,28.42332586,(null),16.6025
1143,19.45332226,(null),44.6421
1146,23.32675467,(null),24.149
369,31.119993200898,2.309886694,16.6025
375,23.849993363395,0.182117045,24.149
387,17.634993502311,0.329073697,44.6421
483,26.099993313104,0.253507406,63.8002
669,18.344993486442,0.245373085,44.6421
675,20.029993448779,0.701866448,88
710,22.469993394241,0.203309342,63.8002
773,19.8844671,0.419942528,111.042
731,25.9456795,0.277288049,24.149
299,21.879993407428,0.235822335,63.8002
430,27.379993284494,2.460482836,16.6025
527,23.329993375018,0.131122217,24.149
634,20.96499342788,0.446262151,44.6421
644,23.379993373901,0.103993475,63.8002
651,11.569993637875,0.429954916,88
671,20.789993431792,0.155881405,44.6421
134,(null),0.215630561,108.088
278,21.43999952,0.732400596,104.6
788,26.6513285,1.570851564,16.6025
89,23.399993373454,0.19959484,24.149
116,26.639993301034,0.169711396,63.8002
145,19.639993457496,0.41615203,111.042
192,27.434993283264,0.449492663,63.8002
448,13.074993604235,0.47106126,88
677,19.439993461967,0.416569561,88
784,23.7262718,0.208134741,24.149
484,24.829993341491,0.290957987,63.8002
866,30.2728494,2.388113976,16.6025
80,21.06674544,0.404396385,111.042
8,18.999993471801,0.240461543,111.042
14,29.709993232414,0.574233174,24.149
28,26.64999330081,0.69693768,24.149
34,17.089993514493,0.534970701,111.042
42,19.699993456155,0.269133568,44.6421
51,20.772493432183,0.159513891,44.6421
56,18.96332067,0.326502413,44.6421
122,24.214993355237,0.241595298,63.8002
205,24.244993354566,2.522149324,16.6025
298,21.684993411787,0.601634264,63.8002
307,27.099993290752,0.291625798,24.149
358,22.504993393458,0.261351228,44.6421
364,16.229993533716,(null),49.3207
366,27.489993282035,0.335790724,595.598
380,29.624993234314,1.857254028,16.6025
390,22.892493384797,0.266057253,44.6421
391,13.65999359116,3.246622801,88
427,23.23999337703,0.201828107,24.149
429,27.379993284494,2.460482836,16.6025
466,30.499993214756,2.965517044,16.6025
497,19.794993454032,0.210008428,108.088
516,17.889993496612,0.231190816,111.042
532,19.867493452411,0.222873375,44.6421
539,20.087493447494,0.226315543,44.6421
622,29.989993226156,0.147582039,24.149
665,26.459993305057,0.290556908,24.149
828,21.0599892,0.213828862,44.6421
808,29.645198,3.632217646,16.6025
829,22.7106248,0.789500713,111.042
231,24.50999945,0.38291046,104.6
245,23.24999948,0.266518414,104.6
259,23.48999947,0.501611412,104.6
751,29.3042988,(null),16.6025
776,21.29332022,0.296460807,44.6421
451,22.449993394688,0.3421368,63.8002
806,18.060797,0.384172797,88
854,26.8616295,1.48131907,16.6025
43,22.999993382394,0.646816134,111.042
54,19.819993453473,0.398476064,44.6421
11,22.0654673,0.328889817,111.042
45,24.14999335669,0.330778599,24.149
191,19.014993471466,0.454239815,108.088
658,25.589993324503,2.186071873,16.6025
850,23.8529443,0.504250944,24.149
406,25.249993332103,0.661312878,24.149
247,18.39999959,0.74472934,104.6
523,25.039993336797,0.241995528,24.149
267,22.3999995,0.223940969,104.6
858,25.1068023,0.336158663,24.149
63,19.249993466213,1.894433022,111.042
702,19.664993456937,0.770221353,44.6421
667,19.949993450567,0.601866722,111.042
911,17.90039686,0.390002069,108.088
985,19.99904984,0.316238618,44.6421
983,20.22955526,4.609580308,111.042
996,20.98579988,0.117327411,44.6421
906,22.19035351,0.421521235,44.6421
990,22.77724991,0.289224184,24.149
992,24.75400003,0.575196238,24.149
898,13.57463497,(null),88
1008,30.23292102,(null),16.6025
886,24.6283411,(null),111.042
1069,18.27526771,(null),111.042
1137,31.52166119,(null),16.6025
1150,24.41485215,(null),63.8002
1063,17.35300814,(null),108.088
1072,22.079837,(null),63.8002
1074,21.39204622,(null),63.8002
1089,28.42332586,(null),16.6025
1142,19.51851424,(null),111.042
1144,20.38499084,(null),44.6421
1147,24.89822778,(null),24.149
1198,16.70664502,(null),108.088
306,28.179993266612,2.988709688,24.149
511,25.76999332048,3.501465082,16.6025
542,30.784993208386,(null),16.6025
549,20.319993442297,0.264614403,111.042
229,19.60999956,0.305378646,104.6
235,19.80999956,0.542432785,104.6
276,19.26999957,1.82256043,104.6
165,22.579993391782,0.275063396,63.8002
405,26.239993309975,0.617549121,24.149
660,25.589993324503,2.186071873,16.6025
680,26.589993302152,0.172883034,63.8002
805,26.4846087,0.236755192,24.149
352,(null),0.169741392,108.088
864,18.85666,0.205272287,44.6421
875,18.5234645,2.676345348,111.042
86,13.709993590042,0.67979455,88
144,19.292493465263,0.243556142,44.6421
206,24.244993354566,2.522149324,16.6025
303,21.279993420839,0.38391903,111.042
385,24.099993357807,0.182201385,595.598
433,23.269993376359,0.942878366,111.042
506,25.76999332048,3.501465082,16.6025
535,14.35427291,0.30715251,88
631,24.309993353114,0.337900668,24.149
691,30.469993215427,2.400891781,16.6025
778,20.8299709,0.597450793,44.6421
275,17.35999961,0.424929887,104.6
124,26.759993298352,0.208296478,63.8002
21,20.969993427768,0.954721689,111.042
26,21.397493418213,0.203256652,44.6421
32,15.299993554503,0.555582225,88
66,25.329993330315,0.743124485,63.8002
88,17.364993508346,(null),49.3207
100,21.919993406534,0.224370465,24.149
107,18.004993494041,0.493284494,88
123,19.459993461519,0.165260956,108.088
143,25.179993333668,0.141118869,24.149
168,20.939993428439,0.564935505,44.6421
289,27.47499328237,0.300600976,63.8002
301,21.699993411452,0.31189236,63.8002
305,17.9329572,2.736007214,111.042
368,31.119993200898,2.309886694,16.6025
389,20.549993437156,0.160664394,44.6421
402,19.369993463531,0.337461978,108.088
413,21.889993407205,0.289756477,63.8002
420,27.744993276335,3.254241943,16.6025
424,19.469993461296,0.600596905,111.042
472,29.059993246943,0.241533399,24.149
478,22.539993392676,0.411992759,111.042
482,23.11249337988,0.287608922,44.6421
501,23.089993380383,0.197808385,63.8002
546,16.354993530922,0.149251103,108.088
547,17.559993503988,0.146353558,108.088
623,28.824993252195,2.762515068,16.6025
668,18.617493480351,0.213513643,44.6421
688,29.399993239343,0.383439898,24.149
689,28.809993252531,0.460052162,24.149
803,15.8635191,1.80207777,88
817,18.9758965,0.372916371,88
837,27.2995841,0.325124323,24.149
795,22.7096906,0.399331957,63.8002
797,19.4535323,0.507179737,111.042
13,19.0876779,1.629148364,111.042
211,19.61999956,(null),104.6
236,17.24999961,0.44468981,104.6
238,18.47999959,0.317819774,104.6
239,18.41999959,0.304875165,104.6
248,19.08999957,0.773730159,104.6
250,21.33999952,5.72582674,104.6
273,20.01999955,0.332848638,104.6
732,24.31380655,0.260861337,63.8002
786,21.29832002,0.461807191,44.6421
740,26.0972018,0.182984918,24.149
747,20.18475,0.418836653,111.042
457,14.314993576519,0.688629508,88
479,16.924993518181,0.383079082,88
685,22.282493398432,0.145237774,44.6421
349,(null),0.190748483,108.088
849,26.8922227,0.235702217,24.149
851,26.8616295,1.48131907,16.6025
852,26.8616295,1.48131907,16.6025
67,12.769993611053,0.459239155,88
105,17.179993512481,0.459370166,88
138,18.664993479289,0.218302906,44.6421
169,23.299993375689,5.247227669,111.042
64,17.519993504882,(null),49.3207
72,29.40999323912,(null),16.6025
826,22.7509569,(null),111.042
865,23.2578927,0.338566154,24.149
793,12.4931864,0.650584161,88
822,21.6638287,0.158866659,111.042
23,23.0399933815,0.165228233,24.149
867,15.57343,0.3679684,88
876,18.95166,0.1878034,44.6421
302,22.309993397817,0.391891778,63.8002
195,23.844993363507,0.23223944,63.8002
49,12.46499361787,1.028854728,88
491,22.66999338977,0.139300868,44.6421
555,30.094993223809,2.993261099,16.6025
102,22.899993384629,0.430368721,111.042
125,27.579993280023,0.29666549,24.149
481,21.899993406981,0.559817612,111.042
507,25.76999332048,3.501465082,16.6025
650,18.739993477613,0.414928406,111.042
782,25.3608667,0.323804259,24.149
728,14.70586383,0.298751563,108.088
787,22.2137126,0.785943687,63.8002
619,25.159993334115,0.348201662,24.149
726,25.964993316121,1.96059823,16.6025
626,16.859993519634,0.487098515,88
975,20.15499996,1.160875457,63.8002
