PROJECTNAME,TRIP_CODE,SAMPLE,STATION,LATITUDE,LONGITUDE,SAMPLEDATELOCAL,BIOMASS_MGM3,SAMPLETYPE
NRS,NRSROT20180511,836,Rottnest Island,-32,115.41667,2018-05-11 09:21:00,7.94934,FPZ
NRS,NRSROT20180620,846,Rottnest Island,-32,115.41667,2018-06-20 09:56:00,15.90557,FPZ
NRS,NRSROT20190507,905,Rottnest Island,-32,115.41667,2019-05-07 09:40:00,25.84655,FPZ
NRS,NRSROT20190819,985,Rottnest Island,-32,115.41667,2019-08-19 08:31:00,13.23044,FPZ
NRS,NRSROT20200128,1016,Rottnest Island,-32,115.41667,2020-01-28 09:39:00,9.95669,PZ
NRS,NRSROT20200304,1017,Rottnest Island,-32,115.41667,2020-03-04 09:25:00,13.99596,PZ
NRS,NRSROT20201127,1145,Rottnest Island,-32,115.41667,2020-11-27 09:05:00,,PZ
NRS,NRSROT20210121,1217,Rottnest Island,-32,115.41667,2021-01-21 10:04:00,,PZ
NRS,NRSYON20100224,139,Yongala,-19.30847,147.61842,2010-02-24 10:58:00,35.6488,PZ
NRS,NRSYON20100413,166,Yongala,-19.30847,147.61842,2010-04-13 14:14:00,27.09363,PZ
NRS,NRSYON20101208,125,Yongala,-19.30847,147.61842,2010-12-08 10:45:00,9.08561,PZ
NRS,NRSYON20120208,14,Yongala,-19.30847,147.61842,2012-02-08 10:49:00,39.13071,PZ
NRS,NRSYON20120402,306,Yongala,-19.30847,147.61842,2012-04-02 10:44:00,28.03212,PZ
NRS,NRSYON20120604,308,Yongala,-19.30847,147.61842,2012-06-04 10:30:00,13.60122,PZ
NRS,NRSYON20130131,403,Yongala,-19.30847,147.61842,2013-01-31 10:15:00,80.53284,PZ
NRS,NRSYON20130912,428,Yongala,-19.30847,147.61842,2013-09-12 11:26:00,50.33812,PZ
NRS,NRSYON20140717,525,Yongala,-19.30847,147.61842,2014-07-17 10:28:00,2.40061,PZ
NRS,NRSYON20150430,629,Yongala,-19.30847,147.61842,2015-04-30 12:10:00,6.59659,PZ
NRS,NRSYON20150601,630,Yongala,-19.30847,147.61842,2015-06-01 12:55:00,10.48654,PZ
NRS,NRSYON20150825,652,Yongala,-19.30847,147.61842,2015-08-25 10:45:00,6.80061,PZ
NRS,NRSYON20161012,740,Yongala,-19.30847,147.61842,2016-10-12 10:26:00,14.40369,PZ
NRS,NRSYON20171130,805,Yongala,-19.30847,147.61842,2017-11-30 10:34:00,9.90169,PZ
NRS,NRSYON20171215,833,Yongala,-19.30847,147.61842,2017-12-15 10:44:00,34.71906,PZ
NRS,NRSYON20180602,850,Yongala,-19.30847,147.61842,2018-06-03 09:10:00,18.16252,PZ
NRS,NRSYON20190507,914,Yongala,-19.30847,147.61842,2019-05-07 11:30:00,36.64169,PZ
NRS,NRSYON20200306,1022,Yongala,-19.30847,147.61842,2020-03-06 10:25:00,53.98325,PZ
NRS,NRSYON20200926,1147,Yongala,-19.30847,147.61842,2020-09-26 12:33:00,18.49494,PZ
NRS,NRSYON20201120,1211,Yongala,-19.30847,147.61842,2020-11-20 11:30:00,8.00976,PZ
NRS,NRSYON20201209,1212,Yongala,-19.30847,147.61842,2020-12-10 08:00:00,17.34563,PZ
NRS,NRSDAR20120115_0540,161,Darwin,-12.4,130.76805,2012-01-15 15:10:00,219.85591,PZ
NRS,NRSDAR20150803_2230,659,Darwin,-12.4,130.76805,2015-08-04 08:00:00,30.58073,PZ
NRS,NRSDAR20170202_2130,752,Darwin,-12.4,130.76805,2017-02-03 07:00:00,56.44356,PZ
NRS,NRSDAR20170203_0630,761,Darwin,-12.4,130.76805,2017-02-03 16:00:00,47.67788,PZ
NRS,NRSDAR20180209_0330,830,Darwin,-12.4,130.76805,2018-02-09 13:00:00,30.66773,PZ
NRS,NRSDAR20190214_0330,894,Darwin,-12.4,130.76805,2019-02-14 13:00:00,10.98338,PZ
NRS,NRSDAR20190723_0330,978,Darwin,-12.4,130.76805,2019-07-23 13:00:00,44.43279,PZ
NRS,NRSDAR20200204_0330,1008,Darwin,-12.4,130.76805,2020-02-04 13:00:00,59.0357,PZ
NWS,NRSNWS_3.1,571,North West Shelf,-18.1717,120.6191,2015-01-20 00:10:00,,P
NWS,NRSNWS_3.2,615,North West Shelf,-18.1717,120.6191,2015-01-20 00:10:01,,P
NWS,NRSNWS_3.3,616,North West Shelf,-18.1717,120.6191,2015-01-20 00:10:02,,P
NWS,NRSNWS_8.1,586,North West Shelf,-18.1717,120.6191,2015-01-22 10:04:00,,P
NWS,NRSNWS_14.1,588,North West Shelf,-18.1717,120.6191,2015-01-23 22:02:00,,P
NWS,NRSNWS_15.2,603,North West Shelf,-18.1717,120.6191,2015-01-24 01:34:01,,P
IIOE,NRSIIOE20190518,949,International Indian Ocean Expedition,,,2019-05-18 16:48:00,,PZ
IIOE,NRSIIOE20190520,951,International Indian Ocean Expedition,,,2019-05-20 17:22:00,,PZ
IIOE,NRSIIOE20190521,952,International Indian Ocean Expedition,,,2019-05-21 15:49:00,,PZ
IIOE,NRSIIOE20190528,959,International Indian Ocean Expedition,,,2019-05-28 16:00:00,,PZ
IIOE,NRSIIOE20190606,968,International Indian Ocean Expedition,,,2019-06-06 23:50:00,,PZ
NRS Ichthyoplankton,NRSNSF20160822,1175,North Stradbroke Ichthyo 30m,-27.3889,153.5802,2016-08-22 10:50:00,,F
NRS Ichthyoplankton,NRSNSF20180817,1186,North Stradbroke Ichthyo 30m,-27.3889,153.5802,2018-08-17 10:20:00,,F
NRS Ichthyoplankton,NRSNSF20200122,1192,North Stradbroke Ichthyo 30m,-27.3889,153.5802,2020-01-22 10:35:00,,F
NRS Ichthyoplankton,NRSPHA20150630,1095,Port Hacking A,-34.08333,151.21667,2015-06-30 11:11:00,,F
NRS Ichthyoplankton,NRSPHA20160229,1101,Port Hacking A,-34.08333,151.21667,2016-03-01 09:00:00,,F
NRS Ichthyoplankton,NRSPHA20160926,1107,Port Hacking A,-34.08333,151.21667,2016-09-27 09:54:00,,F
NRS Ichthyoplankton,NRSPHA20161030,1108,Port Hacking A,-34.08333,151.21667,2016-10-31 09:35:00,,F
NRS Ichthyoplankton,NRSPHA20161204,1109,Port Hacking A,-34.08333,151.21667,2016-12-05 09:45:00,,F
NRS Ichthyoplankton,NRSPHA20190121,1127,Port Hacking A,-34.08333,151.21667,2019-01-22 09:43:00,,F
NRS Ichthyoplankton,NRSPHA20191118,1136,Port Hacking A,-34.08333,151.21667,2019-11-19 09:15:00,,F
NRS Ichthyoplankton,NRSROF20190711,1201,Rottnest Island Ichthyo 34m,-31.96666,115.48333,2019-07-11 09:26:00,,F
NRS Ichthyoplankton,NRSROF20191011,1203,Rottnest Island Ichthyo 34m,-31.96666,115.48333,2019-10-11 10:07:00,,F
